time,voltage_drain,voltage_actual,current
2089.357231,,3.930676,0.000000
2131.212078,3.713268,,0.000000
2131.212078,,3.927091,0.000000
2173.069225,3.709684,,0.000000
2173.069225,,3.923436,0.000000
2214.901247,3.706172,,0.000000
2214.901247,,3.919708,0.000000
2256.725226,3.702516,,0.000000
2256.725226,,3.916268,0.000000
2298.572091,3.699147,,0.000000
2298.572091,,3.912612,0.000000
2340.409240,3.695778,,0.000000
2340.409240,,3.909100,0.000000
2382.229306,3.692409,,0.000000
2382.229306,,3.905587,0.000000
2424.085228,3.688897,,0.000000
2424.085228,,3.902147,0.000000
2465.941250,3.685671,,0.000000
2465.941250,,3.898778,0.000000
2507.789217,3.682517,,0.000000
2507.789217,,3.895624,0.000000
2549.625271,3.679005,,0.000000
2549.625271,,3.892398,0.000000
2591.440126,3.675994,,0.000000
2591.440126,,3.889101,0.000000
2633.249243,3.672912,,0.000000
2633.249243,,3.885875,0.000000
2675.072115,3.669758,,0.000000
2675.072115,,3.882721,0.000000
2716.893239,3.666604,,0.000000
2716.893239,,3.879496,0.000000
2758.701257,3.663737,,0.000000
2758.701257,,3.876628,0.000000
2800.544075,3.660655,,0.000000
2800.544075,,3.873546,0.000000
2842.341239,3.657716,,0.000000
2842.341239,,3.870392,0.000000
2884.149240,3.654705,,0.000000
2884.149240,,3.867382,0.000000
2925.997238,3.651766,,0.000000
2925.997238,,3.864443,0.000000
2967.813254,3.648756,,0.000000
2967.813254,,3.861289,0.000000
3009.669259,3.646032,,0.000000
3009.669259,,3.858565,0.000000
3051.533229,3.642878,,0.000000
3051.533229,,3.855411,0.000000
3093.357232,3.640083,,0.000000
3093.357232,,3.852831,0.000000
3135.181249,3.637215,,0.000000
3135.181249,,3.849748,0.000000
3177.024097,3.634276,,0.000000
3177.024097,,3.846881,0.000000
3218.885241,3.631553,,0.000000
3218.885241,,3.843942,0.000000
3260.717249,3.628614,,0.000000
3260.717249,,3.841146,0.000000
3302.569236,3.625746,,0.000000
3302.569236,,3.838208,0.000000
3344.453240,3.623023,,0.000000
3344.453240,,3.835269,0.000000
3386.281238,3.620084,,0.000000
3386.281238,,3.832545,0.000000
3428.165144,3.617288,,0.000000
3428.165144,,3.829606,0.000000
3470.021244,3.614349,,0.000000
3470.021244,,3.826739,0.000000
3511.881236,3.611697,,0.000000
3511.881236,,3.823800,0.000000
3553.733211,3.608687,,0.000000
3553.733211,,3.820861,0.000000
3595.589242,3.605819,,0.000000
3595.589242,,3.817922,0.000000
3637.429251,3.602880,,0.000000
3637.429251,,3.814983,0.000000
3679.228103,3.600157,,0.000000
3679.228103,,3.812044,0.000000
3721.065259,3.597289,,0.000000
3721.065259,,3.809034,0.000000
3762.917211,3.594565,,0.000000
3762.917211,,3.806166,0.000000
3804.729259,3.591698,,0.000000
3804.729259,,3.803156,0.000000
3846.565211,3.588688,,0.000000
3846.565211,,3.800145,0.000000
3888.405210,3.585820,,0.000000
3888.405210,,3.797278,0.000000
3930.228086,3.582953,,0.000000
3930.228086,,3.794339,0.000000
3972.085205,3.579943,,0.000000
3972.085205,,3.791329,0.000000
4013.937189,3.577004,,0.000000
4013.937189,,3.788103,0.000000
4055.793205,3.574065,,0.000000
4055.793205,,3.785021,0.000000
4097.645231,3.570839,,0.000000
4097.645231,,3.782082,0.000000
4139.501220,3.568044,,0.000000
4139.501220,,3.779143,0.000000
4181.357218,3.564961,,0.000000
4181.357218,,3.775845,0.000000
4223.205261,3.561807,,0.000000
4223.205261,,3.772907,0.000000
4265.065252,3.558797,,0.000000
4265.065252,,3.769896,0.000000
4306.921257,3.555858,,0.000000
4306.921257,,3.766742,0.000000
4348.773227,3.552632,,0.000000
4348.773227,,3.763732,0.000000
4390.608331,3.549478,,0.000000
4390.608331,,3.760291,0.000000
4432.417217,3.546468,,0.000000
4432.417217,,3.757137,0.000000
4474.261247,3.543314,,0.000000
4474.261247,,3.754198,0.000000
4516.085257,3.540375,,0.000000
4516.085257,,3.750829,0.000000
4557.913079,3.537221,,0.000000
4557.913079,,3.747603,0.000000
4599.765293,3.533995,,0.000000
4599.765293,,3.744736,0.000000
4641.581285,3.530913,,0.000000
4641.581285,,3.741367,0.000000
4683.445289,3.527687,,0.000000
4683.445289,,3.738357,0.000000
4725.281291,3.524605,,0.000000
4725.281291,,3.734988,0.000000
4767.153211,3.521523,,0.000000
4767.153211,,3.731977,0.000000
4808.981308,3.518441,,0.000000
4808.981308,,3.728751,0.000000
4850.861232,3.515215,,0.000000
4850.861232,,3.725669,0.000000
4892.696104,3.512061,,0.000000
4892.696104,,3.722443,0.000000
4934.569222,3.509050,,0.000000
4934.569222,,3.719218,0.000000
4976.413251,3.505825,,0.000000
4976.413251,,3.716064,0.000000
5018.277231,3.502743,,0.000000
5018.277231,,3.713053,0.000000
5060.105260,3.499660,,0.000000
5060.105260,,3.709971,0.000000
5101.913238,3.496650,,0.000000
5101.913238,,3.706674,0.000000
5143.733264,3.493424,,0.000000
5143.733264,,3.703520,0.000000
5185.553226,3.490270,,0.000000
5185.553226,,3.700581,0.000000
5227.397294,3.487331,,0.000000
5227.397294,,3.697355,0.000000
5269.205255,3.484249,,0.000000
5269.205255,,3.694488,0.000000
5311.029298,3.481238,,0.000000
5311.029298,,3.691406,0.000000
5352.845265,3.478228,,0.000000
5352.845265,,3.688324,0.000000
5394.705274,3.475289,,0.000000
5394.705274,,3.685313,0.000000
5436.561257,3.472350,,0.000000
5436.561257,,3.682302,0.000000
5478.417269,3.469196,,0.000000
5478.417269,,3.679435,0.000000
5520.245305,3.466401,,0.000000
5520.245305,,3.676640,0.000000
5562.073253,3.463318,,0.000000
5562.073253,,3.673557,0.000000
5603.933263,3.460666,,0.000000
5603.933263,,3.670690,0.000000
5645.789271,3.457584,,0.000000
5645.789271,,3.667895,0.000000
5687.641241,3.454932,,0.000000
5687.641241,,3.665242,0.000000
5729.469292,3.452279,,0.000000
5729.469292,,3.662160,0.000000
5771.349265,3.449484,,0.000000
5771.349265,,3.659580,0.000000
5813.205263,3.446617,,0.000000
5813.205263,,3.656784,0.000000
5855.045236,3.443964,,0.000000
5855.045236,,3.654132,0.000000
5896.893309,3.441241,,0.000000
5896.893309,,3.651551,0.000000
5938.737298,3.438804,,0.000000
5938.737298,,3.648899,0.000000
5980.589332,3.436008,,0.000000
5980.589332,,3.646032,0.000000
6022.445314,3.433428,,0.000000
6022.445314,,3.643738,0.000000
6064.244096,3.430990,,0.000000
6064.244096,,3.641229,0.000000
6106.097287,3.428338,,0.000000
6106.097287,,3.638434,0.000000
6147.973252,3.425829,,0.000000
6147.973252,,3.636140,0.000000
6189.829255,3.423320,,0.000000
6189.829255,,3.633703,0.000000
6231.685280,3.421027,,0.000000
6231.685280,,3.631123,0.000000
6273.525313,3.418518,,0.000000
6273.525313,,3.628757,0.000000
6315.389270,3.416152,,0.000000
6315.389270,,3.626463,0.000000
6357.241311,3.413930,,0.000000
6357.241311,,3.624098,0.000000
6399.069266,3.411421,,0.000000
6399.069266,,3.621589,0.000000
6440.849218,3.409056,,0.000000
6440.849218,,3.619510,0.000000
6482.661266,3.406691,,0.000000
6482.661266,,3.617216,0.000000
6524.509253,3.404397,,0.000000
6524.509253,,3.614923,0.000000
6566.309200,3.402246,,0.000000
6566.309200,,3.612844,0.000000
6608.125251,3.400239,,0.000000
6608.125251,,3.610550,0.000000
6649.953255,3.397874,,0.000000
6649.953255,,3.608113,0.000000
6691.765230,3.395580,,0.000000
6691.765230,,3.605963,0.000000
6733.633232,3.393358,,0.000000
6733.633232,,3.604027,0.000000
6775.493229,3.391208,,0.000000
6775.493229,,3.601733,0.000000
6817.349250,3.389129,,0.000000
6817.349250,,3.599655,0.000000
6859.197245,3.387122,,0.000000
6859.197245,,3.597576,0.000000
6901.065258,3.384971,,0.000000
6901.065258,,3.595569,0.000000
6942.917281,3.382749,,0.000000
6942.917281,,3.593490,0.000000
6984.777243,3.380671,,0.000000
6984.777243,,3.591411,0.000000
7026.633236,3.378735,,0.000000
7026.633236,,3.589333,0.000000
7068.484092,3.376513,,0.000000
7068.484092,,3.587182,0.000000
7110.321243,3.374506,,0.000000
7110.321243,,3.585104,0.000000
7152.113270,3.372427,,0.000000
7152.113270,,3.583096,0.000000
7193.941231,3.370349,,0.000000
7193.941231,,3.581161,0.000000
7235.781264,3.368270,,0.000000
7235.781264,,3.579154,0.000000
7277.653239,3.366478,,0.000000
7277.653239,,3.577147,0.000000
7319.485231,3.364399,,0.000000
7319.485231,,3.575140,0.000000
7361.369233,3.362320,,0.000000
7361.369233,,3.573276,0.000000
7403.209244,3.360313,,0.000000
7403.209244,,3.571197,0.000000
7445.045245,3.358378,,0.000000
7445.045245,,3.569262,0.000000
7486.869244,3.356228,,0.000000
7486.869244,,3.567112,0.000000
7528.721246,3.354364,,0.000000
7528.721246,,3.565320,0.000000
7570.577235,3.352500,,0.000000
7570.577235,,3.563456,0.000000
7612.417252,3.350278,,0.000000
7612.417252,,3.561521,0.000000
7654.281239,3.348558,,0.000000
7654.281239,,3.559442,0.000000
7696.121239,3.346479,,0.000000
7696.121239,,3.557507,0.000000
7737.985240,3.344615,,0.000000
7737.985240,,3.555571,0.000000
7779.841209,3.342465,,0.000000
7779.841209,,3.553564,0.000000
7821.685316,3.340386,,0.000000
7821.685316,,3.551485,0.000000
7863.529252,3.338522,,0.000000
7863.529252,,3.549693,0.000000
7905.385241,3.336659,,0.000000
7905.385241,,3.547615,0.000000
7947.265227,3.334508,,0.000000
7947.265227,,3.545823,0.000000
7989.117259,3.332358,,0.000000
7989.117259,,3.543816,0.000000
8030.973267,3.330566,,0.000000
8030.973267,,3.541809,0.000000
8072.809256,3.328344,,0.000000
8072.809256,,3.539945,0.000000
8114.685223,3.326337,,0.000000
8114.685223,,3.537794,0.000000
8156.485241,3.324258,,0.000000
8156.485241,,3.535859,0.000000
8198.317243,3.322251,,0.000000
8198.317243,,3.533709,0.000000
8240.189240,3.320315,,0.000000
8240.189240,,3.531917,0.000000
8282.013253,3.318380,,0.000000
8282.013253,,3.529838,0.000000
8323.801232,3.316086,,0.000000
8323.801232,,3.527974,0.000000
8365.605426,3.313864,,0.000000
8365.605426,,3.525680,0.000000
8407.456061,3.311857,,0.000000
8407.456061,,3.523673,0.000000
8449.313242,3.309850,,0.000000
8449.313242,,3.521595,0.000000
8491.164059,3.307700,,0.000000
8491.164059,,3.519444,0.000000
8533.009243,3.305478,,0.000000
8533.009243,,3.517437,0.000000
8574.821257,3.303112,,0.000000
8574.821257,,3.515287,0.000000
8616.660127,3.301248,,0.000000
8616.660127,,3.513136,0.000000
8658.473249,3.298883,,0.000000
8658.473249,,3.510986,0.000000
8700.313252,3.296661,,0.000000
8700.313252,,3.508907,0.000000
8742.185230,3.294367,,0.000000
8742.185230,,3.506542,0.000000
8784.037221,3.292002,,0.000000
8784.037221,,3.504319,0.000000
8825.865234,3.289780,,0.000000
8825.865234,,3.502098,0.000000
8867.681018,3.287414,,0.000000
8867.681018,,3.499875,0.000000
8909.529195,3.285120,,0.000000
8909.529195,,3.497653,0.000000
8951.393207,3.282755,,0.000000
8951.393207,,3.495431,0.000000
8993.237202,3.280246,,0.000000
8993.237202,,3.492994,0.000000
9035.081150,3.277737,,0.000000
9035.081150,,3.490629,0.000000
9076.952098,3.275228,,0.000000
9076.952098,,3.488263,0.000000
9118.805216,3.272935,,0.000000
9118.805216,,3.485826,0.000000
9160.649264,3.270068,,0.000000
9160.649264,,3.483389,0.000000
9202.513216,3.267487,,0.000000
9202.513216,,3.480880,0.000000
9244.365230,3.265050,,0.000000
9244.365230,,3.478371,0.000000
9286.217232,3.262326,,0.000000
9286.217232,,3.475647,0.000000
9328.081204,3.259674,,0.000000
9328.081204,,3.473210,0.000000
9369.933235,3.256878,,0.000000
9369.933235,,3.470701,0.000000
9411.789221,3.254154,,0.000000
9411.789221,,3.468121,0.000000
9453.621261,3.251287,,0.000000
9453.621261,,3.465254,0.000000
9495.433229,3.248348,,0.000000
9495.433229,,3.462601,0.000000
9537.253248,3.245338,,0.000000
9537.253248,,3.459806,0.000000
9579.089253,3.242255,,0.000000
9579.089253,,3.456867,0.000000
9620.905289,3.239532,,0.000000
9620.905289,,3.454430,0.000000
9662.717273,3.236378,,0.000000
9662.717273,,3.451563,0.000000
9704.593250,3.233439,,0.000000
9704.593250,,3.448552,0.000000
9746.449214,3.230141,,0.000000
9746.449214,,3.445685,0.000000
9788.293288,3.227131,,0.000000
9788.293288,,3.442818,0.000000
9830.153250,3.223977,,0.000000
9830.153250,,3.439879,0.000000
9871.993296,3.220464,,0.000000
9871.993296,,3.436940,0.000000
9913.861200,3.217311,,0.000000
9913.861200,,3.434001,0.000000
9955.717228,3.214013,,0.000000
9955.717228,,3.430919,0.000000
9997.541286,3.210573,,0.000000
9997.541286,,3.427550,0.000000
10039.321272,3.206917,,0.000000
10039.321272,,3.424682,0.000000
10081.129250,3.203261,,0.000000
10081.129250,,3.421528,0.000000
10122.973244,3.199820,,0.000000
10122.973244,,3.418375,0.000000
10164.757327,3.196165,,0.000000
10164.757327,,3.415221,0.000000
10206.597231,3.192509,,0.000000
10206.597231,,3.411923,0.000000
10248.453223,3.188782,,0.000000
10248.453223,,3.408626,0.000000
10290.293220,3.184983,,0.000000
10290.293220,,3.405257,0.000000
10332.121287,3.180969,,0.000000
10332.121287,,3.401888,0.000000
10373.949261,3.177026,,0.000000
10373.949261,,3.398734,0.000000
10415.805236,3.172797,,0.000000
10415.805236,,3.395007,0.000000
10457.661272,3.168855,,0.000000
10457.661272,,3.391781,0.000000
10499.493249,3.164482,,0.000000
10499.493249,,3.388054,0.000000
10541.365237,3.160253,,0.000000
10541.365237,,3.384541,0.000000
10583.218385,3.155880,,0.000000
10583.218385,,3.380957,0.000000
10625.073300,3.151221,,0.000000
10625.073300,,3.377230,0.000000
10666.929266,3.146634,,0.000000
10666.929266,,3.373502,0.000000
10708.781265,3.141903,,0.000000
10708.781265,,3.369847,0.000000
10750.637276,3.137100,,0.000000
10750.637276,,3.365904,0.000000
10792.477316,3.132226,,0.000000
10792.477316,,3.361962,0.000000
10834.345253,3.126993,,0.000000
10834.345253,,3.358163,0.000000
10876.197265,3.121832,,0.000000
10876.197265,,3.354149,0.000000
10918.025268,3.116599,,0.000000
10918.025268,,3.349920,0.000000
10959.901293,3.111223,,0.000000
10959.901293,,3.345762,0.000000
11001.761264,3.105632,,0.000000
11001.761264,,3.341390,0.000000
11043.565295,3.099969,,0.000000
11043.565295,,3.337304,0.000000
11085.409295,3.093948,,0.000000
11085.409295,,3.332788,0.000000
11127.265267,3.087927,,0.000000
11127.265267,,3.328344,0.000000
11169.105306,3.081763,,0.000000
11169.105306,,3.323900,0.000000
11210.973266,3.075526,,0.000000
11210.973266,,3.319240,0.000000
11252.824742,3.069218,,0.000000
11252.824742,,3.314509,0.000000
11294.677306,3.062767,,0.000000
11294.677306,,3.309563,0.000000
11336.533249,3.055886,,0.000000
11336.533249,,3.304832,0.000000
11378.388092,3.049005,,0.000000
11378.388092,,3.300030,0.000000
11420.245296,3.041980,,0.000000
11420.245296,,3.294869,0.000000
11462.077337,3.034525,,0.000000
11462.077337,,3.289278,0.000000
11503.953207,3.026999,,0.000000
11503.953207,,3.283902,0.000000
11545.797267,3.019114,,0.000000
11545.797267,,3.278096,0.000000
11587.661265,3.010942,,0.000000
11587.661265,,3.272218,0.000000
11629.513275,3.002126,,0.000000
11629.513275,,3.265695,0.000000
11671.369253,2.993094,,0.000000
11671.369253,,3.258670,0.000000
11713.218786,2.983417,,0.000000
11713.218786,,3.250785,0.000000
11755.397250,2.973382,,0.000000
11755.397250,,3.243402,0.000000
11797.205229,2.962199,,0.000000
11797.205229,,3.233295,0.000000
11839.037305,2.950444,,0.000000
11839.037305,,3.222543,0.000000
11880.852073,2.937971,,0.000000
11880.852073,,3.211648,0.000000
11922.717213,2.924997,,0.000000
11922.717213,,3.199820,0.000000
11964.561233,2.910876,,0.000000
11964.561233,,3.187061,0.000000
12006.421233,2.896110,,0.000000
12006.421233,,3.173227,0.000000
12048.253234,2.880197,,0.000000
12048.253234,,3.160898,0.000000
12090.085226,2.863209,,0.000000
12090.085226,,3.143910,0.000000
12131.925207,2.844858,,0.000000
12131.925207,,3.125990,0.000000
12173.765280,2.825218,,0.000000
12173.765280,,3.106923,0.000000
12215.645230,2.803857,,0.000000
12215.645230,,3.086780,0.000000
12257.501247,2.781134,,0.000000
12292.605238,2.746011,,0.000000
12327.709241,2.712823,,0.000000
12362.809233,2.678201,,0.000000
12.000000,3.133731,,0.000000
