time,voltage_drain,voltage_actual,current
8323.573181,3.311714,,0.000000
8323.573181,,3.530125,0.000000
8365.437171,3.309850,,0.000000
8365.437171,,3.528046,0.000000
8407.301190,3.307700,,0.000000
8407.301190,,3.526110,0.000000
8449.149170,3.305621,,0.000000
8449.149170,,3.523960,0.000000
8491.001192,3.303399,,0.000000
8491.001192,,3.521881,0.000000
8532.833184,3.301177,,0.000000
8532.833184,,3.519946,0.000000
8574.685185,3.299170,,0.000000
8574.685185,,3.517652,0.000000
8616.525293,3.297091,,0.000000
8616.525293,,3.515717,0.000000
8658.361206,3.294941,,0.000000
8658.361206,,3.513566,0.000000
8700.213154,3.292790,,0.000000
8700.213154,,3.511416,0.000000
8742.069143,3.290496,,0.000000
8742.069143,,3.509409,0.000000
8783.921155,3.288203,,0.000000
8783.921155,,3.507115,0.000000
8825.777176,3.286052,,0.000000
8825.777176,,3.504893,0.000000
8867.633178,3.283758,,0.000000
8867.633178,,3.502599,0.000000
8909.485182,3.281393,,0.000000
8909.485182,,3.500592,0.000000
8951.341161,3.279171,,0.000000
8951.341161,,3.498227,0.000000
8993.197146,3.276805,,0.000000
8993.197146,,3.495933,0.000000
9035.037164,3.274297,,0.000000
9035.037164,,3.493711,0.000000
9076.908075,3.271573,,0.000000
9076.908075,,3.491489,0.000000
9118.765204,3.269351,,0.000000
9118.765204,,3.489052,0.000000
9160.601163,3.266842,,0.000000
9160.601163,,3.486758,0.000000
9202.461165,3.264476,,0.000000
9202.461165,,3.484249,0.000000
9244.329164,3.261824,,0.000000
9244.329164,,3.481669,0.000000
9286.157148,3.259172,,0.000000
9286.157148,,3.479375,0.000000
9327.999995,3.256735,,0.000000
9327.999995,,3.476866,0.000000
9369.829199,3.254011,,0.000000
9369.829199,,3.474357,0.000000
9411.665237,3.251502,,0.000000
9411.665237,,3.471920,0.000000
9453.537193,3.248563,,0.000000
9453.537193,,3.469268,0.000000
9495.393200,3.245839,,0.000000
9495.393200,,3.466687,0.000000
9537.245195,3.242901,,0.000000
9537.245195,,3.464107,0.000000
9579.093219,3.240105,,0.000000
9579.093219,,3.461455,0.000000
9620.953190,3.237166,,0.000000
9620.953190,,3.458587,0.000000
9662.800019,3.234227,,0.000000
9662.800019,,3.455935,0.000000
9704.661251,3.231145,,0.000000
9704.661251,,3.453211,0.000000
9746.485255,3.228206,,0.000000
9746.485255,,3.450416,0.000000
9788.289221,3.225124,,0.000000
9788.289221,,3.447405,0.000000
9830.133180,3.221970,,0.000000
9830.133180,,3.444681,0.000000
9871.941155,3.218672,,0.000000
9871.941155,,3.441671,0.000000
9913.784059,3.215590,,0.000000
9913.784059,,3.438732,0.000000
9955.593200,3.212150,,0.000000
9955.593200,,3.435793,0.000000
9997.437167,3.208852,,0.000000
9997.437167,,3.432711,0.000000
10039.265166,3.205555,,0.000000
10039.265166,,3.429772,0.000000
10081.069182,3.202114,,0.000000
10081.069182,,3.426761,0.000000
10122.905167,3.198530,,0.000000
10122.905167,,3.423679,0.000000
10164.753332,3.194875,,0.000000
10164.753332,,3.420382,0.000000
10206.609230,3.191291,,0.000000
10206.609230,,3.417299,0.000000
10248.464049,3.187563,,0.000000
10248.464049,,3.414002,0.000000
10290.317212,3.183692,,0.000000
10290.317212,,3.410992,0.000000
10332.153251,3.179822,,0.000000
10332.153251,,3.407694,0.000000
10374.025305,3.175951,,0.000000
10374.025305,,3.404182,0.000000
10415.873250,3.171865,,0.000000
10415.873250,,3.400885,0.000000
10457.733193,3.167851,,0.000000
10457.733193,,3.397444,0.000000
10499.573244,3.163479,,0.000000
10499.573244,,3.394003,0.000000
10541.421235,3.159321,,0.000000
10541.421235,,3.390347,0.000000
10583.297219,3.154805,,0.000000
10583.297219,,3.386979,0.000000
10625.149230,3.150433,,0.000000
10625.149230,,3.383251,0.000000
10666.997256,3.145773,,0.000000
10666.997256,,3.379810,0.000000
10708.805213,3.141114,,0.000000
10708.805213,,3.376155,0.000000
10750.649207,3.136312,,0.000000
10750.649207,,3.372356,0.000000
10792.505185,3.131294,,0.000000
10792.505185,,3.368628,0.000000
10834.353209,3.126420,,0.000000
10834.353209,,3.364542,0.000000
10876.201264,3.121259,,0.000000
10876.201264,,3.360743,0.000000
10918.069214,3.116026,,0.000000
10918.069214,,3.356873,0.000000
10959.921201,3.110578,,0.000000
10959.921201,,3.352787,0.000000
11001.753197,3.105202,,0.000000
11001.753197,,3.348773,0.000000
11043.629242,3.099396,,0.000000
11043.629242,,3.344472,0.000000
11085.485181,3.093518,,0.000000
11085.485181,,3.340314,0.000000
11127.340034,3.087640,,0.000000
11127.340034,,3.335727,0.000000
11169.169282,3.082049,,0.000000
11169.169282,,3.331426,0.000000
11211.049181,3.075885,,0.000000
11211.049181,,3.326910,0.000000
11252.904106,3.069434,,0.000000
11252.904106,,3.322179,0.000000
11294.761212,3.062839,,0.000000
11294.761212,,3.317377,0.000000
11336.589191,3.055886,,0.000000
11336.589191,,3.312216,0.000000
11378.465190,3.049005,,0.000000
11378.465190,,3.307341,0.000000
11420.301207,3.041622,,0.000000
11420.301207,,3.301607,0.000000
11462.121214,3.034167,,0.000000
11462.121214,,3.296661,0.000000
11503.953173,3.026282,,0.000000
11503.953173,,3.290783,0.000000
11545.821170,3.018039,,0.000000
11545.821170,,3.284905,0.000000
11587.677202,3.009509,,0.000000
11587.677202,,3.278669,0.000000
11629.529235,3.000835,,0.000000
11629.529235,,3.271860,0.000000
11671.353135,2.991517,,0.000000
11671.353135,,3.263473,0.000000
11713.161283,2.981553,,0.000000
11713.161283,,3.255803,0.000000
11754.993184,2.971231,,0.000000
11754.993184,,3.248993,0.000000
11796.801203,2.960551,,0.000000
11796.801203,,3.239173,0.000000
11838.629204,2.948939,,0.000000
11838.629204,,3.228278,0.000000
11880.457185,2.936968,,0.000000
11880.457185,,3.217311,0.000000
11922.313176,2.923850,,0.000000
11922.313176,,3.205842,0.000000
11964.165186,2.910303,,0.000000
11964.165186,,3.193083,0.000000
12006.024042,2.895608,,0.000000
12006.024042,,3.179678,0.000000
12047.849197,2.881200,,0.000000
12047.849197,,3.167779,0.000000
12089.661183,2.864714,,0.000000
12089.661183,,3.151866,0.000000
12131.528000,2.847224,,0.000000
12131.528000,,3.132512,0.000000
12173.377183,2.828300,,0.000000
12173.377183,,3.114162,0.000000
12215.217176,2.808301,,0.000000
12215.217176,,3.097819,0.000000
12257.045158,2.786940,,0.000000
12292.148031,2.754111,,0.000000
12327.225196,2.723503,,0.000000
12362.329225,2.692537,,0.000000
12377.585214,3.167564,,0.000000
