time,voltage,current
548.599975,2.916390,1.999629
549.119943,2.915962,1.999642
549.639986,2.915535,1.999668
550.159949,2.915104,1.999655
550.679945,2.914671,1.999629
551.199954,2.914243,1.999655
551.719964,2.913806,1.999681
552.239965,2.913369,1.999642
552.759953,2.912933,1.999603
553.279963,2.912495,1.999616
553.799960,2.912052,1.999642
554.319942,2.911599,1.999629
554.839961,2.911151,1.999668
555.359958,2.910701,1.999681
555.879964,2.910245,1.999668
556.399969,2.909785,1.999642
556.919967,2.909326,1.999616
557.439961,2.908863,1.999577
557.959947,2.908399,1.999616
558.479947,2.907936,1.999655
558.999944,2.907472,1.999642
559.519941,2.907009,1.999655
560.039960,2.906547,1.999668
560.559960,2.906081,1.999642
561.079959,2.905619,1.999629
561.599966,2.905152,1.999629
562.119954,2.904691,1.999642
562.639961,2.904227,1.999668
563.160032,2.903769,1.999668
563.679970,2.903304,1.999668
564.199974,2.902837,1.999616
564.719977,2.902374,1.999655
565.239979,2.901900,1.999629
565.759972,2.901441,1.999629
566.279972,2.900975,1.999642
566.799974,2.900515,1.999642
567.319978,2.900048,1.999642
567.839970,2.899582,1.999629
568.359981,2.899115,1.999655
568.879978,2.898648,1.999694
569.399973,2.898181,1.999655
569.919975,2.897712,1.999642
570.439979,2.897245,1.999564
570.959971,2.896782,1.999655
571.479983,2.896310,1.999681
571.999973,2.895839,1.999642
572.519977,2.895370,1.999668
573.039979,2.894901,1.999642
573.559973,2.894426,1.999668
574.079973,2.893955,1.999694
574.599976,2.893483,1.999655
575.119977,2.893009,1.999616
575.639973,2.892536,1.999668
576.159981,2.892056,1.999668
576.679979,2.891573,1.999655
577.199977,2.891093,1.999629
577.719978,2.890608,1.999642
578.239975,2.890124,1.999694
578.759976,2.889643,1.999681
579.279988,2.889154,1.999642
579.799972,2.888669,1.999642
580.319964,2.888185,1.999707
580.839955,2.887695,1.999668
581.359961,2.887210,1.999642
581.879951,2.886718,1.999642
582.399959,2.886232,1.999668
582.919960,2.885744,1.999681
583.439944,2.885254,1.999642
583.959971,2.884759,1.999668
584.479973,2.884272,1.999668
584.999974,2.883780,1.999668
585.519976,2.883286,1.999668
586.039977,2.882796,1.999681
586.559963,2.882304,1.999642
587.079950,2.881815,1.999642
587.599966,2.881325,1.999655
588.119946,2.880835,1.999616
588.639946,2.880346,1.999681
589.159997,2.879858,1.999668
589.679976,2.879362,1.999668
590.199975,2.878875,1.999642
590.719976,2.878383,1.999655
591.239975,2.877894,1.999668
591.759974,2.877405,1.999694
592.279975,2.876916,1.999681
592.799977,2.876431,1.999642
593.319977,2.875941,1.999668
593.839980,2.875456,1.999642
594.359977,2.874974,1.999694
594.879977,2.874492,1.999694
595.399972,2.874014,1.999642
595.919977,2.873533,1.999655
596.439977,2.873057,1.999655
596.959977,2.872577,1.999655
597.479972,2.872097,1.999681
597.999978,2.871613,1.999642
598.519979,2.871135,1.999655
599.039977,2.870644,1.999655
599.559975,2.870158,1.999681
600.079977,2.869667,1.999681
600.599978,2.869168,1.999668
601.119977,2.868668,1.999642
601.639977,2.868166,1.999694
602.159984,2.867669,1.999668
602.679977,2.867167,1.999668
603.200033,2.866669,1.999668
603.719974,2.866172,1.999681
604.239976,2.865677,1.999694
604.759975,2.865181,1.999642
605.279977,2.864683,1.999655
605.799979,2.864188,1.999616
606.319974,2.863690,1.999681
606.839982,2.863193,1.999629
607.359974,2.862695,1.999655
607.879975,2.862197,1.999694
608.399980,2.861698,1.999681
608.919944,2.861200,1.999642
609.439942,2.860696,1.999642
609.959973,2.860197,1.999694
610.479973,2.859700,1.999668
610.999973,2.859197,1.999642
611.519972,2.858698,1.999681
612.039976,2.858197,1.999681
612.559977,2.857697,1.999681
613.079979,2.857195,1.999655
613.599978,2.856693,1.999655
614.119980,2.856190,1.999629
614.639977,2.855692,1.999707
615.160043,2.855185,1.999681
615.679973,2.854683,1.999681
616.199975,2.854179,1.999655
616.720016,2.853679,1.999655
617.239973,2.853177,1.999681
617.759979,2.852676,1.999694
618.279973,2.852173,1.999681
618.799974,2.851669,1.999642
619.319981,2.851169,1.999668
619.839991,2.850667,1.999642
620.359977,2.850165,1.999668
620.879977,2.849665,1.999694
621.399976,2.849156,1.999655
621.919983,2.848649,1.999668
622.439955,2.848150,1.999655
622.959962,2.847647,1.999707
623.479977,2.847144,1.999629
623.999969,2.846637,1.999668
624.519973,2.846133,1.999655
625.039978,2.845629,1.999655
625.559979,2.845123,1.999694
626.079956,2.844619,1.999681
626.599961,2.844113,1.999655
627.119961,2.843605,1.999642
627.639965,2.843097,1.999668
628.160037,2.842588,1.999668
628.679981,2.842080,1.999642
629.199977,2.841574,1.999655
629.719977,2.841061,1.999668
630.240011,2.840552,1.999681
630.759967,2.840040,1.999681
631.279973,2.839527,1.999629
631.799970,2.839019,1.999629
632.319976,2.838499,1.999642
632.839976,2.837987,1.999681
633.359973,2.837468,1.999681
633.879980,2.836953,1.999642
634.399973,2.836436,1.999629
634.919975,2.835916,1.999616
635.439974,2.835397,1.999642
