1.495407,3.104593
1.495971,3.104947
1.496535,3.105296
1.497098,3.105647
1.497662,3.106000
1.498226,3.106350
1.498790,3.106703
1.499353,3.107051
1.499917,3.107404
1.500481,3.107749
1.501045,3.108115
1.501608,3.108445
1.502172,3.108790
1.502736,3.109137
1.503299,3.109483
1.503863,3.109827
1.504427,3.110171
1.504990,3.110517
1.505554,3.110861
1.506118,3.111203
1.506681,3.111545
1.507245,3.111884
1.507808,3.112229
1.508372,3.112571
1.508936,3.112911
1.509499,3.113255
1.510063,3.113600
1.510626,3.113941
1.511190,3.098090
1.511753,3.098862
1.512317,3.099628
1.512880,3.100393
1.513444,3.101153
1.514008,3.101903
1.514571,3.102659
1.515134,3.103417
1.515698,3.104168
1.516261,3.104924
1.516825,3.105677
1.517388,3.106428
1.517952,3.107181
1.518515,3.107936
1.519079,3.108685
1.519642,3.109433
1.520206,3.110182
1.520769,3.110928
1.521332,3.111673
1.521896,3.112419
1.522459,3.113168
1.523023,3.113909
1.523586,3.114649
1.524149,3.115397
1.524713,3.116134
1.525276,3.116884
1.525839,3.117621
1.526403,3.118362
1.526966,3.119104
1.527529,3.119843
1.528093,3.120584
1.528656,3.121333
1.529219,3.122081
1.529783,3.122820
1.530346,3.123564
1.530909,3.124303
1.531472,3.125051
1.532036,3.125795
1.532599,3.126539
1.533162,3.127285
1.533725,3.128026
1.534289,3.128758
1.534852,3.129499
1.535415,3.130231
1.535978,3.130970
1.536541,3.131704
1.537105,3.132439
1.537668,3.114917
1.538231,3.115758
1.538794,3.116607
1.539357,3.117443
1.539920,3.118276
1.540484,3.119117
1.541047,3.119946
1.541610,3.120779
1.542173,3.121598
1.542736,3.122424
1.543299,3.123237
1.543862,3.124056
1.544425,3.124873
1.544988,3.125688
1.545551,3.126503
1.546114,3.127320
1.546677,3.128133
1.547240,3.128956
1.547803,3.129760
1.548366,3.130579
1.548929,3.131384
1.549492,3.132199
1.550055,3.133014
1.550618,3.133819
1.551181,3.134632
1.551744,3.135437
1.552307,3.136244
1.552870,3.137045
1.553433,3.137856
1.553996,3.138660
1.554559,3.139461
1.555122,3.140272
1.555685,3.141071
1.556248,3.141866
1.556811,3.142669
1.557374,3.143474
1.557936,3.144285
1.558499,3.145084
1.559062,3.145879
1.559625,3.146688
1.560188,3.147487
1.560751,3.148288
1.561313,3.149085
1.561876,3.149892
1.562439,3.150688
1.563002,3.151485
1.563565,3.132933
1.564127,3.133734
1.564690,3.134543
1.565253,3.135355
1.565816,3.136154
1.566378,3.136966
1.566941,3.137777
1.567504,3.138585
1.568067,3.139386
1.568629,3.140199
1.569192,3.141005
1.569755,3.141812
1.570317,3.142614
1.570880,3.143415
1.571443,3.144227
1.572005,3.145038
1.572568,3.145840
1.573131,3.146653
1.573693,3.147458
1.574256,3.148266
1.574819,3.149073
1.575381,3.149883
1.575944,3.150686
1.576506,3.151499
1.577069,3.152299
1.577632,3.153114
1.578194,3.153922
1.578757,3.154741
1.579319,3.155558
1.579882,3.156376
1.580444,3.157193
1.581007,3.158014
1.581569,3.158822
1.582132,3.159637
1.582694,3.160451
1.583257,3.161270
1.583819,3.162087
1.584382,3.162899
1.584944,3.163724
1.585507,3.164535
1.586069,3.165351
1.586632,3.166170
1.587194,3.166983
1.587757,3.151878
1.588319,3.152561
1.588881,3.153244
1.589444,3.153912
1.590006,3.154589
1.590569,3.155262
1.591131,3.155935
1.591693,3.156605
1.592256,3.157264
1.592818,3.157924
1.593380,3.158582
1.593943,3.159242
1.594505,3.159869
1.595067,3.160510
1.595630,3.161151
1.596192,3.161792
1.596754,3.162430
1.597316,3.163059
1.597879,3.163697
1.598441,3.164333
1.599003,3.164964
1.599566,3.165588
1.600128,3.166224
1.600690,3.166848
1.601252,3.167476
1.601814,3.168098
1.602377,3.168723
