3.896269,4.118694
3.891395,4.118694
3.891395,4.113389
3.887237,4.113389
3.887237,4.108587
3.883438,4.108587
3.883438,4.104286
3.879854,4.104286
3.879854,4.099985
3.876342,4.099985
3.876342,4.096186
3.873188,4.096186
3.873188,4.092244
3.870034,4.092244
3.870034,4.088731
3.866808,4.088731
3.866808,4.085219
3.863798,4.085219
3.863798,4.081778
3.860715,4.081778
3.860715,4.078481
3.857490,4.078481
3.857490,4.075184
3.853834,4.075184
3.853834,4.071886
3.849390,4.071886
3.849390,4.068589
3.845877,4.068589
3.845877,4.065507
3.842938,4.065507
3.842938,4.062066
3.839641,4.062066
3.839641,4.058840
3.836487,4.058840
3.836487,4.055113
3.833333,4.055113
3.833333,4.052102
3.830108,4.052102
3.830108,4.048447
3.826882,4.048447
3.826882,4.045006
3.823513,4.045006
3.823513,4.041494
3.820144,4.041494
3.820144,4.037623
3.816560,4.037623
3.816560,4.034111
3.813048,4.034111
3.813048,4.030383
3.809320,4.030383
3.809320,4.026512
3.805808,4.026512
3.805808,4.022570
3.802009,4.022570
3.802009,4.018628
3.798210,4.018628
3.798210,4.014542
3.794482,4.014542
3.794482,4.010743
3.790612,4.010743
3.790612,4.006657
3.786813,4.006657
3.786813,4.002571
3.782870,4.002571
3.782870,3.998485
3.778856,3.998485
3.778856,3.994543
3.774842,3.994543
3.774842,3.990314
3.771115,3.990314
3.771115,3.986300
3.767029,3.986300
3.767029,3.981999
3.763086,3.981999
3.763086,3.977985
3.759072,3.977985
3.759072,3.974042
3.755345,3.974042
3.755345,3.969885
3.751331,3.969885
3.751331,3.965942
3.747317,3.965942
3.747317,3.961928
3.743446,3.961928
3.743446,3.957628
3.739504,3.957628
3.739504,3.953685
3.735633,3.953685
3.735633,3.949886
3.731977,3.949886
3.731977,3.945943
3.728035,3.945943
3.728035,3.942216
3.724235,3.942216
3.724235,3.938130
3.720580,3.938130
3.720580,3.934475
3.716924,3.934475
3.716924,3.930676
3.713268,3.930676
3.713268,3.927091
3.709684,3.927091
3.709684,3.923436
3.706172,3.923436
3.706172,3.919708
3.702516,3.919708
3.702516,3.916268
3.699147,3.916268
