seconds,	voltage
7655.555844,	134.290300	
7656.965845,	134.288620	
7658.375843,	134.287070	
7659.785851,	134.285520	
7661.195849,	134.283970	
7662.605850,	134.282680	
7664.015845,	134.281000	
7665.425847,	134.279320	
7666.835845,	134.277900	
7668.245845,	134.276350	
7669.655850,	134.274930	
7671.065846,	134.273380	
7672.475846,	134.271700	
7673.885851,	134.270660	
7675.295849,	134.268720	
7676.705854,	134.267430	
7678.115849,	134.265620	
7679.525851,	134.263940	
7680.935847,	134.262390	
7682.345852,	134.261100	
7683.755844,	134.259550	
7685.165847,	134.258130	
7686.575860,	134.256450	
7687.985847,	134.255030	
7689.395848,	134.253600	
7690.805857,	134.251800	
7692.215848,	134.250240	
7693.625843,	134.248690	
7695.035847,	134.247270	
7696.445856,	134.245720	
7697.856229,	134.243910	
7699.265845,	134.242490	
7700.675855,	134.240810	
7702.085849,	134.239390	
7703.495850,	134.238230	
7704.905852,	134.236680	
7706.315882,	134.235130	
7707.725835,	134.233320	
7709.135845,	134.231890	
7710.545841,	134.230210	
7711.955840,	134.228410	
7713.365853,	134.226980	
7714.775839,	134.225560	
7716.185834,	134.224010	
7717.595835,	134.222330	
7719.005836,	134.220910	
7720.415840,	134.219230	
7721.825845,	134.217680	
7723.235842,	134.216000	
7724.645835,	134.214710	
7726.055834,	134.212900	
7727.465837,	134.211610	
7728.875834,	134.210060	
7730.285832,	134.208380	
7731.695839,	134.207080	
7733.105837,	134.205270	
7734.515833,	134.203980	
7735.925835,	134.202300	
7737.335842,	134.201010	
7738.745832,	134.199460	
7740.155835,	134.197650	
7741.565833,	134.196230	
7742.975845,	134.194680	
7744.385845,	134.193130	
7745.795845,	134.191580	
7747.205845,	134.190030	
7748.615848,	134.188480	
7750.025846,	134.187180	
7751.435847,	134.185120	
7752.845843,	134.183820	
7754.255853,	134.182400	
7755.665846,	134.180980	
7757.075852,	134.179430	
7758.485848,	134.177750	
7759.895844,	134.176460	
7761.305846,	134.174910	
7762.715837,	134.173360	
7764.125837,	134.171550	
7765.535837,	134.170250	
7766.945835,	134.168320	
7768.355842,	134.167150	
7769.765841,	134.165860	
7771.175843,	134.163790	
7772.585835,	134.162370	
7773.995841,	134.160950	
7775.405848,	134.159270	
7776.815847,	134.158110	
7778.225845,	134.156560	
7779.635847,	134.154750	
7781.045844,	134.153330	
7782.455839,	134.151520	
7783.865843,	134.150350	
7785.275838,	134.148670	
7786.685842,	134.147120	
7788.095843,	134.145440	
7789.505855,	134.144150	
7790.915847,	134.142600	
7792.325842,	134.141050	
7793.735839,	134.139500	
7795.145838,	134.138080	
7796.555836,	134.136400	
7797.965836,	134.134850	
7799.375855,	134.133300	
7800.785838,	134.131750	
7802.195845,	134.130580	
7803.605845,	134.128900	
7805.015854,	134.127350	
7806.425849,	134.125670	
7807.835845,	134.124250	
7809.245852,	134.122570	
7810.655847,	134.121280	
7812.065857,	134.119600	
7813.475850,	134.118050	
7814.885845,	134.116630	
7816.295846,	134.114820	
7817.705848,	134.113400	
7819.115848,	134.111850	
7820.525846,	134.110290	
7821.935857,	134.109000	
7823.345847,	134.107320	
7824.755842,	134.105900	
7826.165845,	134.104350	
7827.575842,	134.102670	
7828.985835,	134.101380	
7830.395843,	134.099570	
7831.805845,	134.098150	
7833.215859,	134.096470	
7834.625834,	134.094920	
7836.035842,	134.093630	
7837.445846,	134.092070	
7838.855847,	134.090520	
7840.265846,	134.088710	
7841.675856,	134.087420	
7843.085839,	134.085870	
7844.495844,	134.084580	
7845.905849,	134.082900	
7847.315848,	134.081220	
7848.725844,	134.079540	
7850.135844,	134.078510	
7851.545847,	134.076700	
7852.955837,	134.075280	
7854.365843,	134.073720	
7855.775839,	134.071790	
7857.185839,	134.070620	
7858.595840,	134.069070	
7860.005844,	134.067390	
7861.415846,	134.065970	
7862.825839,	134.064160	
7864.235837,	134.062870	
7865.645845,	134.061320	
7867.055847,	134.059510	
7868.465844,	134.058350	
7869.875847,	134.056670	
7871.285846,	134.055250	
7872.695839,	134.053440	
7874.105840,	134.051760	
7875.515837,	134.050590	
7876.925835,	134.049040	
7878.335838,	134.047360	
7879.745838,	134.045810	
7881.155843,	134.044390	
7882.565841,	134.042970	
7883.975843,	134.041420	
7885.385842,	134.040000	
7886.795841,	134.038190	
7888.205838,	134.036900	
7889.615837,	134.035220	
7891.025837,	134.033920	
7892.435839,	134.032370	
7893.845837,	134.030690	
7895.255836,	134.029010	
7896.665835,	134.027200	
7898.075849,	134.026040	
7899.485840,	134.024490	
7900.895838,	134.023200	
7902.305838,	134.021390	
7903.715839,	134.019970	
7905.125838,	134.018160	
7906.535836,	134.016740	
7907.945837,	134.015320	
7909.355846,	134.013510	
7910.765834,	134.012080	
7912.175844,	134.010920	
7913.585848,	134.009240	
7914.995845,	134.007430	
7916.405844,	134.006010	
7917.815844,	134.004590	
7919.225844,	134.002910	
7920.635844,	134.001620	
7922.045845,	133.999940	
7923.455841,	133.998260	
7924.865843,	133.996840	
7926.275838,	133.995290	
7927.685846,	133.993990	
7929.095862,	133.992180	
7930.505855,	133.990630	
7931.915848,	133.989340	
7933.325841,	133.987790	
7934.735844,	133.986240	
7936.145843,	133.984430	
7937.555836,	133.983140	
7938.965850,	133.981720	
7940.375836,	133.979780	
7941.785843,	133.978230	
7943.195842,	133.976810	
7944.605846,	133.975260	
7946.015844,	133.973450	
7947.425838,	133.972410	
7948.835836,	133.970990	
7950.245842,	133.969180	
7951.655844,	133.967630	
7953.065847,	133.966210	
7954.475842,	133.964660	
7955.885844,	133.963110	
7957.295847,	133.961560	
7958.705840,	133.960010	
7960.115838,	133.958590	
7961.525853,	133.956910	
7962.935847,	133.955740	
7964.345857,	133.953800	
7965.755934,	133.952380	
7967.165850,	133.950960	
7968.575850,	133.949540	
7969.985846,	133.947860	
7971.395846,	133.946050	
7972.805844,	133.944630	
7974.215844,	133.943210	
7975.625840,	133.941660	
7977.035846,	133.940240	
7978.445850,	133.938690	
7979.855846,	133.936880	
7981.265853,	133.935450	
7982.675843,	133.933900	
7984.085849,	133.932480	
7985.495860,	133.930930	
7986.905850,	133.929510	
7988.315857,	133.927830	
7989.725846,	133.926410	
7991.135854,	133.924340	
7992.545848,	133.922920	
7993.955844,	133.921760	
7995.365844,	133.920080	
7996.775847,	133.918910	
7998.185857,	133.917110	
7999.595848,	133.915430	
8001.005857,	133.914130	
8002.415856,	133.912190	
8003.825845,	133.910900	
8005.235852,	133.909480	
8006.645848,	133.907800	
8008.055846,	133.906120	
8009.465848,	133.904440	
8010.875840,	133.902890	
8012.285843,	133.901470	
8013.695847,	133.900050	
8015.105850,	133.898500	
8016.515846,	133.897200	
8017.925845,	133.895520	
8019.335849,	133.893970	
8020.745846,	133.892420	
8022.155844,	133.891000	
8023.565849,	133.889580	
8024.975851,	133.887640	
8026.385849,	133.886220	
8027.795845,	133.884670	
8029.205853,	133.883250	
8030.615845,	133.881570	
8032.025860,	133.880280	
8033.435842,	133.878470	
8034.845837,	133.876920	
8036.255844,	133.875490	
8037.665845,	133.874070	
8039.075845,	133.872780	
8040.485845,	133.870710	
8041.895854,	133.869420	
8043.305848,	133.868000	
8044.715845,	133.866190	
8046.125843,	133.864900	
8047.535847,	133.863350	
8048.945845,	133.861800	
8050.355853,	133.860120	
8051.765845,	133.858440	
8053.175845,	133.856890	
8054.585847,	133.855720	
8055.995845,	133.853910	
8057.405853,	133.852360	
8058.815848,	133.851070	
8060.225856,	133.849130	
8061.635848,	133.847970	
8063.045846,	133.846290	
8064.455845,	133.844740	
8065.865856,	133.843450	
8067.275849,	133.841770	
8068.685849,	133.840090	
8070.095851,	133.838670	
8071.505849,	133.836990	
8072.915856,	133.835440	
8074.325856,	133.834140	
8075.735848,	133.832460	
8077.145852,	133.830780	
8078.555845,	133.829230	
8079.965847,	133.827810	
8081.375843,	133.826260	
8082.785842,	133.824840	
8084.195845,	133.823290	
8085.605844,	133.821610	
8087.015849,	133.820320	
8088.425844,	133.818640	
8089.835845,	133.817090	
8091.245844,	133.815410	
8092.655844,	133.813860	
8094.065846,	133.812560	
8095.475844,	133.810750	
8096.885851,	133.809330	
8098.295845,	133.807910	
8099.705846,	133.806230	
8101.115846,	133.804810	
8102.525848,	133.803260	
8103.935856,	133.801580	
8105.345849,	133.800160	
8106.755844,	133.798610	
8108.165844,	133.796930	
8109.575847,	133.795380	
8110.985885,	133.793830	
8112.395847,	133.792400	
8113.805845,	133.790850	
8115.215845,	133.789300	
8116.625845,	133.787880	
8118.035846,	133.786330	
8119.445846,	133.784520	
8120.855850,	133.783230	
8122.265844,	133.781680	
8123.675845,	133.780130	
8125.085845,	133.778710	
8126.495843,	133.777160	
8127.905847,	133.775350	
8129.315848,	133.774050	
8130.725848,	133.772240	
8132.135856,	133.770820	
8133.545849,	133.769400	
8134.955851,	133.767850	
8136.365846,	133.765910	
8137.775850,	133.764620	
8139.185848,	133.763200	
8140.595848,	133.761520	
8142.005857,	133.760100	
8143.415851,	133.758420	
8144.825842,	133.756610	
8146.235843,	133.755320	
8147.645846,	133.754020	
8149.055845,	133.752090	
8150.465843,	133.750790	
8151.875845,	133.749110	
8153.285846,	133.747560	
8154.695847,	133.746010	
8156.105858,	133.744590	
8157.515847,	133.743040	
8158.925849,	133.741490	
8160.335858,	133.740200	
8161.745846,	133.738390	
8163.155854,	133.736970	
8164.565847,	133.735290	
8165.975857,	133.733870	
8167.385850,	133.732700	
8168.795896,	133.730630	
8170.205845,	133.729210	
8171.615834,	133.727660	
8173.025838,	133.726110	
8174.435838,	133.724560	
8175.845838,	133.723140	
8177.255838,	133.721200	
8178.665839,	133.720040	
8180.075842,	133.718490	
8181.485838,	133.716940	
8182.895838,	133.715000	
8184.305840,	133.713840	
8185.715832,	133.712160	
8187.125836,	133.710730	
8188.535833,	133.709180	
8189.945834,	133.707370	
8191.355831,	133.705950	
8192.765833,	133.704400	
8194.175833,	133.702850	
8195.585843,	133.701560	
8196.995839,	133.699620	
8198.405833,	133.698330	
8199.815835,	133.696780	
8201.225836,	133.695230	
8202.635839,	133.693810	
8204.045845,	133.692130	
8205.455837,	133.690700	
8206.865840,	133.689150	
8208.275837,	133.687090	
8209.685834,	133.685660	
8211.095840,	133.684240	
8212.505834,	133.682820	
8213.915836,	133.681010	
8215.325833,	133.679330	
8216.735833,	133.678430	
8218.145835,	133.676620	
8219.555840,	133.674940	
8220.965838,	133.673520	
8222.375831,	133.672100	
8223.785834,	133.670160	
8225.195832,	133.668990	
8226.605833,	133.667320	
8228.015834,	133.665760	
8229.425834,	133.664080	
8230.835839,	133.662660	
8232.245843,	133.661110	
8233.655838,	133.659690	
8235.065838,	133.657880	
8236.475836,	133.656460	
8237.885835,	133.654780	
8239.295834,	133.653360	
8240.705837,	133.652200	
8242.115840,	133.649870	
8243.525836,	133.648840	
8244.935832,	133.647160	
8246.345837,	133.645610	
8247.755836,	133.643930	
8249.165839,	133.642630	
8250.575848,	133.640950	
8251.985841,	133.639790	
8253.395852,	133.637720	
8254.805849,	133.636300	
8256.215844,	133.634750	
8257.625844,	133.633070	
8259.035852,	133.631650	
8260.445846,	133.630230	
8261.855851,	133.628550	
8263.265846,	133.627130	
8264.675844,	133.625320	
8266.085845,	133.623770	
8267.495844,	133.622470	
8268.905847,	133.620790	
8270.315846,	133.619240	
8271.725839,	133.617560	
8273.135833,	133.616400	
8274.545834,	133.614460	
8275.955839,	133.613040	
8277.365834,	133.611360	
8278.775837,	133.609810	
8280.185839,	133.608260	
8281.595837,	133.606840	
8283.005837,	133.605420	
8284.415835,	133.603870	
8285.825833,	133.602440	
8287.235836,	133.600640	
8288.645834,	133.599080	
8290.055833,	133.597530	
8291.465836,	133.596110	
8292.875836,	133.594430	
8294.285833,	133.593010	
8295.695846,	133.591460	
8297.105841,	133.589910	
8298.515835,	133.588230	
8299.925834,	133.586550	
8301.335854,	133.585260	
8302.745848,	133.583710	
8304.155845,	133.582030	
8305.565846,	133.580480	
8306.975845,	133.578930	
8308.385846,	133.577380	
8309.795851,	133.576080	
8311.205849,	133.574270	
8312.615844,	133.572590	
8314.025845,	133.571300	
8315.435843,	133.569750	
8316.845845,	133.567940	
8318.255845,	133.566650	
8319.665847,	133.564840	
8321.075846,	133.563550	
8322.485845,	133.561870	
8323.895844,	133.560320	
8325.305847,	133.558640	
8326.715850,	133.557220	
8328.125843,	133.555670	
8329.535858,	133.554240	
8330.945851,	133.552690	
8332.355847,	133.551010	
8333.765847,	133.549460	
8335.175855,	133.547910	
8336.585854,	133.546100	
8337.995851,	133.544810	
8339.405848,	133.543260	
8340.815849,	133.541580	
8342.225850,	133.540160	
8343.635838,	133.539000	
8345.045850,	133.537060	
8346.455849,	133.535380	
8347.865837,	133.533570	
8349.275843,	133.532280	
8350.685834,	133.530980	
8352.095841,	133.529430	
8353.505854,	133.527620	
8354.915847,	133.526070	
8356.325846,	133.524650	
8357.735848,	133.522970	
8359.145844,	133.521290	
8360.555846,	133.520130	
8361.965857,	133.518450	
8363.375846,	133.516510	
8364.785834,	133.515090	
8366.195841,	133.513410	
8367.605847,	133.512120	
8369.015854,	133.510700	
8370.425848,	133.508890	
8371.835846,	133.507460	
8373.245845,	133.505910	
8374.655843,	133.504230	
8376.065846,	133.502810	
8377.475848,	133.501260	
8378.885846,	133.499840	
8380.295845,	133.498290	
8381.705844,	133.496480	
8383.115848,	133.495060	
8384.525848,	133.493380	
8385.935845,	133.492090	
8387.345845,	133.490540	
8388.755846,	133.488730	
8390.165940,	133.487310	
8391.575848,	133.485500	
8392.985848,	133.484460	
8394.395844,	133.482520	
8395.805846,	133.481100	
8397.215847,	133.479550	
8398.625847,	133.477740	
8400.035867,	133.476320	
8401.445845,	133.474900	
8402.855849,	133.473610	
8404.265846,	133.471930	
8405.675846,	133.469990	
8407.085854,	133.468700	
8408.495854,	133.467150	
8409.905852,	133.465600	
8411.315848,	133.463660	
8412.725847,	133.462370	
8414.135857,	133.460690	
8415.545848,	133.459010	
8416.955852,	133.457710	
8418.365853,	133.455900	
8419.775840,	133.454610	
8421.185838,	133.453320	
8422.595832,	133.451380	
8424.005835,	133.449830	
8425.415833,	133.448150	
8426.825834,	133.446730	
8428.235836,	133.445050	
8429.645833,	133.443630	
8431.055833,	133.441820	
8432.465835,	133.440530	
8433.875835,	133.438850	
8435.285844,	133.437550	
8436.695840,	133.435620	
8438.105842,	133.434580	
8439.515834,	133.432770	
8440.925834,	133.431090	
8442.335833,	133.429800	
8443.745834,	133.428120	
8445.155832,	133.426440	
8446.565835,	133.424890	
8447.975843,	133.423210	
8449.385844,	133.421790	
8450.795855,	133.420110	
8452.205849,	133.418690	
8453.615844,	133.417010	
8455.025844,	133.415590	
8456.435851,	133.413910	
8457.845849,	133.412490	
8459.255860,	133.410930	
8460.665845,	133.409510	
8462.075859,	133.407700	
8463.485844,	133.406020	
8464.895849,	133.404730	
8466.305852,	133.403310	
8467.715845,	133.401630	
8469.125842,	133.399820	
8470.535846,	133.398400	
8471.945845,	133.396720	
8473.355851,	133.395300	
8474.765855,	133.393880	
8476.175849,	133.392070	
8477.585854,	133.390650	
8478.995833,	133.388970	
8480.405838,	133.387420	
8481.815842,	133.385870	
8483.225837,	133.383930	
8484.635836,	133.382890	
8486.045835,	133.381080	
8487.455840,	133.379790	
8488.865836,	133.377980	
8490.275839,	133.376690	
8491.685838,	133.374880	
8493.095838,	133.373590	
8494.505840,	133.371780	
8495.915842,	133.370360	
8497.325838,	133.368680	
8498.735831,	133.367260	
8500.145838,	133.365710	
8501.555833,	133.363640	
8502.965835,	133.362090	
8504.375831,	133.360800	
8505.785837,	133.359240	
8507.195832,	133.357820	
8508.605838,	133.356140	
8510.015835,	133.354720	
8511.425833,	133.353040	
8512.835840,	133.351360	
8514.245840,	133.349680	
8515.655840,	133.348390	
8517.065842,	133.346580	
8518.475832,	133.345030	
8519.885836,	133.343480	
8521.295833,	133.341930	
8522.705837,	133.340770	
8524.115836,	133.338700	
8525.525839,	133.337410	
8526.935838,	133.335730	
8528.345855,	133.334180	
8529.755834,	133.332880	
8531.165835,	133.331200	
8532.575839,	133.329650	
8533.985833,	133.328230	
8535.395835,	133.326420	
8536.805834,	133.324740	
8538.215835,	133.323190	
8539.625833,	133.321510	
8541.035836,	133.320090	
8542.445837,	133.318410	
8543.855840,	133.316990	
8545.265836,	133.315310	
8546.675840,	133.313760	
8548.085840,	133.312080	
8549.495840,	133.310790	
8550.905841,	133.308980	
8552.315838,	133.307560	
8553.725835,	133.305750	
8555.135835,	133.304450	
8556.545833,	133.302770	
8557.955834,	133.301090	
8559.365839,	133.299800	
8560.775836,	133.298120	
8562.185834,	133.296440	
8563.595833,	133.294760	
8565.005836,	133.293340	
8566.415832,	133.291660	
8567.825833,	133.290110	
8569.235834,	133.288560	
8570.645837,	133.287010	
8572.055838,	133.285200	
8573.465837,	133.283780	
8574.875836,	133.282100	
8576.285865,	133.280680	
8577.695837,	133.279130	
8579.105835,	133.277580	
8580.515835,	133.276150	
8581.925834,	133.274340	
8583.335840,	133.272790	
8584.745836,	133.271110	
8586.155836,	133.269430	
8587.565835,	133.267880	
8588.975832,	133.266590	
8590.385837,	133.265040	
8591.795836,	133.263490	
8593.205837,	133.261940	
8594.615839,	133.260260	
8596.025840,	133.258580	
8597.435838,	133.257160	
8598.845831,	133.255480	
8600.255853,	133.253930	
8601.665840,	133.252250	
8603.075835,	133.250700	
8604.485836,	133.249400	
8605.895832,	133.247600	
8607.305835,	133.245790	
8608.715836,	133.244490	
8610.125834,	133.242940	
8611.535843,	133.241390	
8612.945842,	133.239580	
8614.355838,	133.238290	
8615.765835,	133.236610	
8617.175832,	133.235060	
8618.585836,	133.233380	
8619.995835,	133.231830	
8621.405838,	133.230280	
8622.815833,	133.228730	
8624.225839,	133.226920	
8625.635838,	133.225240	
8627.045838,	133.223820	
8628.455838,	133.222400	
8629.865832,	133.220590	
8631.275844,	133.219170	
8632.685841,	133.217490	
8634.095833,	133.215810	
8635.505834,	133.214640	
8636.915833,	133.212960	
8638.325835,	133.211150	
8639.736210,	133.209990	
8641.145834,	133.208050	
8642.555838,	133.206370	
8643.965842,	133.204950	
8645.375835,	133.203400	
8646.785837,	133.201850	
8648.195854,	133.200170	
8649.605838,	133.198490	
8651.015838,	133.196940	
8652.425841,	133.195390	
8653.835833,	133.193710	
8655.245834,	133.192290	
8656.655832,	133.190610	
8658.065835,	133.189320	
8659.475839,	133.187380	
8660.885837,	133.185830	
8662.295840,	133.184280	
8663.705841,	133.182600	
8665.115837,	133.181040	
8666.525839,	133.179620	
8667.935839,	133.178070	
8669.345835,	133.176390	
8670.755836,	133.174840	
8672.165841,	133.173290	
8673.575838,	133.171870	
8674.985836,	133.170060	
8676.395837,	133.168510	
8677.805839,	133.166700	
8679.215845,	133.165670	
8680.625833,	133.163860	
8682.035839,	133.162180	
8683.445839,	133.160630	
8684.855842,	133.158820	
8686.265837,	133.157660	
8687.675834,	133.155850	
8689.085834,	133.154170	
8690.495836,	133.152740	
8691.905835,	133.151190	
8693.315845,	133.149510	
8694.725837,	133.147960	
8696.135839,	133.146030	
8697.545843,	133.144470	
8698.955844,	133.143310	
8700.365839,	133.141500	
8701.775841,	133.140080	
8703.185836,	133.138660	
8704.595837,	133.136720	
8706.005839,	133.135300	
8707.415843,	133.134010	
8708.825840,	133.131940	
8710.235837,	133.130260	
8711.645837,	133.128710	
8713.055834,	133.127290	
8714.465832,	133.125870	
8715.875832,	133.124190	
8717.285843,	133.122640	
8718.695835,	133.120700	
8720.105855,	133.119020	
8721.515833,	133.117980	
8722.925835,	133.116170	
8724.335833,	133.114750	
8725.745834,	133.112940	
8727.155832,	133.111650	
8728.565834,	133.109580	
8729.975835,	133.108420	
8731.385833,	133.106610	
8732.795838,	133.105190	
8734.205837,	133.103510	
8735.615832,	133.101830	
8737.025844,	133.100150	
8738.435837,	133.098600	
8739.845833,	133.097440	
8741.255834,	133.095500	
8742.665833,	133.094080	
8744.075844,	133.092140	
8745.485839,	133.090720	
8746.895836,	133.089300	
8748.305838,	133.087620	
8749.715836,	133.086070	
8751.125836,	133.084510	
8752.535833,	133.082710	
8753.945835,	133.081150	
8755.355840,	133.079860	
8756.765835,	133.077790	
8758.175833,	133.076370	
8759.585839,	133.074950	
8760.995832,	133.073270	
8762.405833,	133.071460	
8763.815835,	133.070170	
8765.225833,	133.068750	
8766.635838,	133.066940	
8768.045841,	133.065260	
8769.455838,	133.063580	
8770.865831,	133.062030	
8772.275838,	133.060610	
8773.685835,	133.058800	
8775.095832,	133.057380	
8776.505835,	133.055700	
8777.915833,	133.053890	
8779.325838,	133.052730	
8780.735835,	133.050790	
8782.145833,	133.049370	
8783.555840,	133.047560	
8784.965840,	133.046010	
8786.375836,	133.044460	
8787.785840,	133.043160	
8789.195844,	133.041350	
8790.605841,	133.039670	
8792.015841,	133.038250	
8793.425838,	133.036310	
8794.835836,	133.035020	
8796.245835,	133.033080	
8797.655836,	133.032050	
8799.065835,	133.030240	
8800.475838,	133.028560	
8801.885841,	133.027270	
8803.295843,	133.025200	
8804.705836,	133.024040	
8806.115836,	133.022230	
8807.525844,	133.020550	
8808.935839,	133.018870	
8810.345838,	133.017580	
8811.755833,	133.015510	
8813.165833,	133.014350	
8814.575912,	133.012670	
8815.985845,	133.011240	
8817.395850,	133.009310	
8818.805846,	133.007760	
8820.215852,	133.006330	
8821.625844,	133.004400	
8823.035856,	133.002850	
8824.445845,	133.001420	
8825.855850,	132.999490	
8827.265858,	132.998320	
8828.675853,	132.996770	
8830.085845,	132.994960	
8831.495845,	132.993410	
8832.905846,	132.991600	
8834.315847,	132.990180	
8835.725853,	132.988630	
8837.135849,	132.986820	
8838.545854,	132.985270	
8839.955849,	132.983850	
8841.365845,	132.982170	
8842.775846,	132.980620	
8844.185852,	132.979070	
8845.595845,	132.977000	
8847.005849,	132.975450	
8848.415845,	132.973900	
8849.825845,	132.972350	
8851.235844,	132.970670	
8852.645849,	132.969120	
8854.055843,	132.967310	
8855.465845,	132.966150	
8856.875847,	132.964210	
8858.285844,	132.962790	
8859.695849,	132.961230	
8861.105859,	132.959550	
8862.515843,	132.958130	
8863.925844,	132.956200	
8865.335848,	132.954390	
8866.745856,	132.953090	
8868.155853,	132.951800	
8869.565847,	132.949730	
8870.975857,	132.948050	
8872.385849,	132.946760	
8873.795844,	132.945080	
8875.205843,	132.943920	
8876.615845,	132.941850	
8878.025844,	132.940300	
8879.435849,	132.938620	
8880.845858,	132.936810	
8882.255851,	132.935520	
8883.665850,	132.933970	
8885.075846,	132.932420	
8886.485849,	132.930740	
8887.895843,	132.928930	
8889.305846,	132.927380	
8890.715844,	132.925700	
8892.125845,	132.923890	
8893.535849,	132.922600	
8894.945843,	132.920790	
8896.355850,	132.918980	
8897.765855,	132.917690	
8899.175847,	132.916260	
8900.585853,	132.914460	
8901.995851,	132.912910	
8903.405856,	132.911350	
8904.815844,	132.909800	
8906.225852,	132.907870	
8907.635844,	132.906310	
8909.045845,	132.904630	
8910.455844,	132.902950	
8911.865885,	132.901530	
8913.275840,	132.899980	
8914.685840,	132.898300	
8916.095838,	132.896620	
8917.505840,	132.894940	
8918.915841,	132.893520	
8920.325836,	132.891710	
8921.735833,	132.890420	
8923.145834,	132.888740	
8924.555837,	132.886800	
8925.965835,	132.885510	
8927.375840,	132.883700	
8928.785833,	132.882020	
8930.195835,	132.880600	
8931.605836,	132.878920	
8933.015845,	132.877370	
8934.425839,	132.875820	
8935.835922,	132.874270	
8937.245843,	132.872720	
8938.655837,	132.870780	
8940.065839,	132.869360	
8941.475838,	132.867810	
8942.885836,	132.866260	
8944.295837,	132.864190	
8945.705838,	132.863020	
8947.115831,	132.861340	
8948.525833,	132.859660	
8949.935835,	132.858110	
8951.345833,	132.856430	
8952.755833,	132.854880	
8954.165835,	132.853330	
8955.575833,	132.851650	
8956.985835,	132.849840	
8958.395836,	132.848290	
8959.805835,	132.846480	
8961.215836,	132.845060	
8962.625833,	132.843640	
8964.035834,	132.841960	
8965.445840,	132.840410	
8966.855841,	132.838470	
8968.265840,	132.837050	
8969.675834,	132.835370	
8971.085844,	132.833430	
8972.495839,	132.832010	
8973.905838,	132.830460	
8975.315839,	132.829040	
8976.725836,	132.826970	
8978.135835,	132.825680	
8979.545839,	132.823870	
8980.955835,	132.822580	
8982.365836,	132.820770	
8983.775842,	132.818830	
8985.185845,	132.817540	
8986.595835,	132.815730	
8988.005835,	132.814180	
8989.415835,	132.812630	
8990.825832,	132.810950	
8992.235840,	132.809270	
8993.645840,	132.807590	
8995.055845,	132.806300	
8996.465926,	132.804740	
8997.875851,	132.802810	
8999.285851,	132.801130	
9000.695845,	132.799700	
9002.105853,	132.798020	
9003.515845,	132.796470	
9004.925845,	132.794670	
9006.335852,	132.793110	
9007.745852,	132.791560	
9009.155857,	132.790010	
9010.565848,	132.788330	
9011.975844,	132.786650	
9013.385845,	132.784970	
9014.795845,	132.783420	
9016.205847,	132.781870	
9017.615844,	132.780190	
9019.025855,	132.778510	
9020.435844,	132.777090	
9021.845850,	132.775540	
9023.255852,	132.773730	
9024.665846,	132.772050	
9026.075875,	132.770500	
9027.485837,	132.768820	
9028.895833,	132.767270	
9030.305834,	132.765460	
9031.715838,	132.764040	
9033.125830,	132.762360	
9034.535835,	132.760550	
9035.945835,	132.759000	
9037.355844,	132.757320	
9038.765834,	132.755510	
9040.175833,	132.754090	
9041.585837,	132.752670	
9042.995834,	132.750990	
9044.405838,	132.749310	
9045.815838,	132.747500	
9047.225845,	132.745820	
9048.635837,	132.744400	
9050.045839,	132.742850	
9051.455837,	132.741300	
9052.865837,	132.739490	
9054.275834,	132.738060	
9055.685834,	132.736390	
9057.095835,	132.734450	
9058.505834,	132.733030	
9059.915835,	132.731350	
9061.325836,	132.729790	
9062.735836,	132.728370	
9064.145834,	132.726560	
9065.555834,	132.725140	
9066.965836,	132.723200	
9068.375830,	132.721910	
9069.785836,	132.719720	
9071.195832,	132.718420	
9072.605840,	132.716480	
9074.015840,	132.715190	
9075.425839,	132.713380	
9076.835838,	132.711960	
9078.245840,	132.710150	
9079.655854,	132.708730	
9081.065836,	132.706920	
9082.475834,	132.705110	
9083.885835,	132.703820	
9085.295846,	132.702010	
9086.705837,	132.700460	
9088.115836,	132.698650	
9089.525844,	132.697230	
9090.935837,	132.695680	
9092.345837,	132.693480	
9093.755837,	132.692450	
9095.165836,	132.690640	
9096.575836,	132.688830	
9097.985833,	132.687280	
9099.395837,	132.685600	
9100.805832,	132.683920	
9102.215834,	132.682630	
9103.625840,	132.680820	
9105.035834,	132.679140	
9106.445843,	132.677460	
9107.855839,	132.675650	
9109.265852,	132.674230	
9110.676225,	132.672940	
9112.085851,	132.671130	
9113.495849,	132.669450	
9114.905854,	132.667770	
9116.315846,	132.665960	
9117.725849,	132.664670	
9119.135846,	132.662600	
9120.545856,	132.661180	
9121.955850,	132.659630	
9123.365852,	132.657950	
9124.775848,	132.656140	
9126.185844,	132.654720	
9127.595844,	132.652910	
9129.005845,	132.651100	
9130.415857,	132.649550	
9131.825852,	132.648000	
9133.235859,	132.646570	
9134.645844,	132.644640	
9136.055852,	132.643090	
9137.465849,	132.641530	
9138.875845,	132.639850	
9140.285845,	132.638050	
9141.695849,	132.636620	
9143.105857,	132.634690	
9144.515844,	132.633260	
9145.925846,	132.631580	
9147.335843,	132.630030	
9148.745841,	132.628350	
9150.155838,	132.626670	
9151.565840,	132.624990	
9152.975832,	132.623310	
9154.385832,	132.622020	
9155.795833,	132.619950	
9157.205834,	132.618400	
9158.615832,	132.616850	
9160.025838,	132.615170	
9161.435839,	132.613620	
9162.845838,	132.611810	
9164.255839,	132.610390	
9165.665839,	132.608450	
9167.075844,	132.606770	
9168.485834,	132.605090	
9169.895833,	132.603540	
9171.305837,	132.601860	
