seconds,	voltage
26845.655845,	117.938120	
26847.065852,	117.935670	
26848.475846,	117.933600	
26849.885848,	117.931400	
26851.295849,	117.928950	
26852.705847,	117.926880	
26854.115853,	117.924680	
26855.525850,	117.922230	
26856.935844,	117.920030	
26858.345843,	117.918090	
26859.755846,	117.915770	
26861.165844,	117.913700	
26862.575851,	117.911370	
26863.985845,	117.909180	
26865.395850,	117.906980	
26866.805851,	117.904780	
26868.215852,	117.902970	
26869.625847,	117.900520	
26871.035852,	117.898190	
26872.445846,	117.895870	
26873.855845,	117.893930	
26875.265844,	117.891600	
26876.675844,	117.889280	
26878.085846,	117.886820	
26879.495846,	117.885010	
26880.905836,	117.882820	
26882.315935,	117.880490	
26883.725849,	117.878420	
26885.135834,	117.876100	
26886.545838,	117.873770	
26887.955836,	117.871830	
26889.365855,	117.869640	
26890.775874,	117.867180	
26892.185839,	117.864980	
26893.595837,	117.862660	
26895.005838,	117.860850	
26896.415841,	117.858390	
26897.825833,	117.856200	
26899.235835,	117.853870	
26900.645844,	117.851670	
26902.055844,	117.849350	
26903.465844,	117.847410	
26904.875842,	117.845210	
26906.285844,	117.842890	
26907.695844,	117.840430	
26909.105844,	117.838490	
26910.515855,	117.836170	
26911.925846,	117.833970	
26913.335860,	117.831510	
26914.745848,	117.829320	
26916.155853,	117.827380	
26917.565850,	117.825180	
26918.975843,	117.822860	
26920.385847,	117.820400	
26921.795847,	117.818200	
26923.205844,	117.816010	
26924.615845,	117.813680	
26926.025846,	117.811480	
26927.435847,	117.809290	
26928.845847,	117.807090	
26930.255844,	117.804760	
26931.665843,	117.802700	
26933.075850,	117.800370	
26934.485939,	117.798040	
26935.895846,	117.795850	
26937.305871,	117.793520	
26938.715843,	117.791580	
26940.125846,	117.789260	
26941.535853,	117.786930	
26942.945846,	117.784610	
26944.355859,	117.782410	
26945.765849,	117.780080	
26947.175845,	117.777890	
26948.585846,	117.775820	
26949.995846,	117.773230	
26951.405851,	117.771300	
26952.815849,	117.768970	
26954.225856,	117.766770	
26955.635848,	117.764190	
26957.045850,	117.762380	
26958.455853,	117.760050	
26959.865846,	117.757470	
26961.275853,	117.755530	
26962.685847,	117.752950	
26964.095856,	117.750750	
26965.505850,	117.748680	
26966.915845,	117.746360	
26968.325849,	117.744030	
26969.735853,	117.741830	
26971.145848,	117.739510	
26972.555844,	117.737310	
26973.965843,	117.735240	
26975.375841,	117.732790	
26976.785844,	117.730460	
26978.195845,	117.728260	
26979.605850,	117.725940	
26981.015845,	117.723740	
26982.425847,	117.721420	
26983.835846,	117.719220	
26985.245853,	117.717020	
26986.655851,	117.714700	
26988.065867,	117.712630	
26989.475847,	117.710040	
26990.885843,	117.707850	
26992.295844,	117.705520	
26993.705845,	117.703320	
26995.115845,	117.701130	
26996.525848,	117.699060	
26997.935845,	117.696470	
26999.345846,	117.694150	
27000.755853,	117.691950	
27002.165845,	117.689760	
27003.575844,	117.687430	
27004.985846,	117.684970	
27006.396230,	117.682910	
27007.805846,	117.680450	
27009.215852,	117.678380	
27010.625847,	117.675930	
27012.035857,	117.673600	
27013.445848,	117.671280	
27014.855848,	117.669080	
27016.265857,	117.666750	
27017.675845,	117.664560	
27019.085845,	117.662230	
27020.495843,	117.659900	
27021.905844,	117.657840	
27023.315845,	117.654990	
27024.725845,	117.653060	
27026.135848,	117.650990	
27027.545848,	117.648530	
27028.955846,	117.646470	
27030.365845,	117.643750	
27031.775847,	117.641680	
27033.185845,	117.639230	
27034.595850,	117.637160	
27036.005851,	117.634840	
27037.415845,	117.632120	
27038.825845,	117.630050	
27040.235851,	117.627860	
27041.645845,	117.625660	
27043.055843,	117.623460	
27044.465845,	117.621140	
27045.875840,	117.618810	
27047.285839,	117.616230	
27048.695837,	117.614030	
27050.105836,	117.611700	
27051.515844,	117.609640	
27052.925838,	117.607310	
27054.335838,	117.604980	
27055.745837,	117.602660	
27057.155836,	117.600070	
27058.565836,	117.597880	
27059.975833,	117.595680	
27061.385835,	117.593350	
27062.795837,	117.591030	
27064.205838,	117.588700	
27065.615846,	117.586510	
27067.025839,	117.584050	
27068.435835,	117.581590	
27069.845834,	117.579400	
27071.255834,	117.577200	
27072.665836,	117.574750	
27074.075839,	117.572420	
27075.485836,	117.570350	
27076.895835,	117.567770	
27078.305838,	117.565830	
27079.715838,	117.562990	
27081.125839,	117.560530	
27082.535834,	117.558460	
27083.945834,	117.556400	
27085.355838,	117.554070	
27086.765838,	117.551490	
27088.175844,	117.549160	
27089.585834,	117.546960	
27090.995839,	117.544770	
27092.405840,	117.542180	
27093.815836,	117.539980	
27095.225837,	117.537660	
27096.635833,	117.535330	
27098.045832,	117.532880	
27099.455834,	117.530680	
27100.865833,	117.528230	
27102.275835,	117.525900	
27103.685835,	117.523700	
27105.095834,	117.521250	
27106.505843,	117.518920	
27107.915850,	117.516600	
27109.325850,	117.514530	
27110.735854,	117.511940	
27112.145853,	117.509750	
27113.555846,	117.507160	
27114.965845,	117.504960	
27116.375845,	117.502510	
27117.785849,	117.500440	
27119.195844,	117.498120	
27120.605851,	117.495660	
27122.015844,	117.493330	
27123.425845,	117.490750	
27124.835846,	117.488420	
27126.245852,	117.486100	
27127.655852,	117.483770	
27129.065856,	117.481320	
27130.475849,	117.479250	
27131.885845,	117.476790	
27133.295845,	117.474470	
27134.705846,	117.472010	
27136.115845,	117.469690	
27137.525846,	117.467230	
27138.935844,	117.465160	
27140.345845,	117.462710	
27141.755850,	117.460380	
27143.165846,	117.457670	
27144.575846,	117.455470	
27145.985842,	117.453280	
27147.395840,	117.450690	
27148.805837,	117.448490	
27150.215838,	117.446040	
27151.625836,	117.443580	
27153.035841,	117.441390	
27154.445835,	117.439060	
27155.855834,	117.436480	
27157.265835,	117.434670	
27158.675836,	117.432080	
27160.085840,	117.429370	
27161.495841,	117.427040	
27162.905841,	117.424720	
27164.315844,	117.422390	
27165.725842,	117.419810	
27167.135842,	117.417740	
27168.545833,	117.415410	
27169.955835,	117.413090	
27171.365838,	117.410500	
27172.775835,	117.408180	
27174.185832,	117.405980	
27175.595836,	117.403270	
27177.005925,	117.400810	
27178.415839,	117.398740	
27179.825840,	117.396290	
27181.235842,	117.394220	
27182.645837,	117.391510	
27184.055838,	117.388920	
27185.465843,	117.386850	
27186.875830,	117.384270	
27188.285835,	117.381940	
27189.695834,	117.379620	
27191.105833,	117.377420	
27192.515837,	117.374580	
27193.925844,	117.372380	
27195.335849,	117.369930	
27196.745851,	117.367860	
27198.155847,	117.365400	
27199.565849,	117.363080	
27200.975852,	117.360750	
27202.385848,	117.358300	
27203.795850,	117.355710	
27205.205846,	117.353130	
27206.615844,	117.350930	
27208.025847,	117.348470	
27209.435850,	117.346150	
27210.845852,	117.343690	
27212.255846,	117.341240	
27213.665852,	117.338910	
27215.075852,	117.336590	
27216.485847,	117.334390	
27217.895856,	117.331800	
27219.305848,	117.329350	
27220.715845,	117.326890	
27222.125846,	117.324440	
27223.535845,	117.322110	
27224.945847,	117.319660	
27226.355848,	117.316690	
27227.765846,	117.314880	
27229.175845,	117.312680	
27230.585846,	117.310100	
27231.995851,	117.307900	
27233.405844,	117.304930	
27234.815846,	117.302730	
27236.225847,	117.300400	
27237.635852,	117.297950	
27239.045849,	117.295490	
27240.455853,	117.292910	
27241.865845,	117.290840	
27243.275852,	117.288260	
27244.685844,	117.286060	
27246.095847,	117.283470	
27247.505853,	117.281150	
27248.915847,	117.278560	
27250.325849,	117.276240	
27251.735845,	117.273650	
27253.145844,	117.271200	
27254.555848,	117.268870	
27255.965856,	117.266680	
27257.375844,	117.263960	
27258.785845,	117.261640	
27260.195847,	117.259310	
27261.605845,	117.256470	
27263.015851,	117.254270	
27264.425846,	117.252070	
27265.835844,	117.249750	
27267.245846,	117.247160	
27268.655845,	117.244580	
27270.065846,	117.242510	
27271.475852,	117.239800	
27272.885847,	117.237340	
27274.295848,	117.235270	
27275.705853,	117.232300	
27277.115848,	117.230110	
27278.525856,	117.227390	
27279.935846,	117.225190	
27281.345852,	117.222740	
27282.755846,	117.220030	
27284.165843,	117.217830	
27285.575846,	117.215240	
27286.985844,	117.212920	
27288.395849,	117.210590	
27289.805846,	117.208010	
27291.215853,	117.205550	
27292.625846,	117.203230	
27294.035856,	117.200900	
27295.445844,	117.198450	
27296.855855,	117.195600	
27298.265943,	117.193410	
27299.675851,	117.191080	
27301.085845,	117.188620	
27302.495846,	117.186170	
27303.905855,	117.183460	
27305.315849,	117.181130	
27306.725847,	117.178800	
27308.135846,	117.176090	
27309.545853,	117.173760	
27310.955850,	117.171440	
27312.365846,	117.169110	
27313.775857,	117.166400	
27315.185850,	117.164070	
27316.595846,	117.161620	
27318.005844,	117.159030	
27319.415844,	117.156710	
27320.825856,	117.154250	
27322.235845,	117.151540	
27323.645845,	117.149340	
27325.055845,	117.146760	
27326.465843,	117.144300	
27327.875845,	117.141590	
27329.285848,	117.139130	
27330.695852,	117.136810	
27332.105847,	117.134610	
27333.515845,	117.131770	
27334.925848,	117.129440	
27336.335847,	117.126980	
27337.745844,	117.124530	
27339.155844,	117.121820	
27340.565844,	117.119230	
27341.975844,	117.117160	
27343.385846,	117.114450	
27344.795860,	117.111990	
27346.205857,	117.109410	
27347.615848,	117.106950	
27349.025847,	117.104630	
27350.435843,	117.102040	
27351.845844,	117.099720	
27353.255852,	117.097130	
27354.665849,	117.094940	
27356.075862,	117.092220	
27357.485849,	117.089770	
27358.895849,	117.087310	
27360.305861,	117.084860	
27361.715844,	117.082270	
27363.125841,	117.079690	
27364.535845,	117.077100	
27365.945844,	117.075040	
27367.355847,	117.072190	
27368.765847,	117.069740	
27370.175858,	117.067540	
27371.585845,	117.064830	
27372.995854,	117.062500	
27374.405847,	117.059920	
27375.815857,	117.057330	
27377.225847,	117.054880	
27378.635843,	117.052420	
27380.045845,	117.049710	
27381.455845,	117.047250	
27382.865852,	117.044930	
27384.275845,	117.042470	
27385.685845,	117.039890	
27387.095851,	117.037560	
27388.505849,	117.034850	
27389.915845,	117.032390	
27391.325880,	117.029550	
27392.735836,	117.027610	
27394.145832,	117.024640	
27395.555838,	117.022050	
27396.965837,	117.019860	
27398.375830,	117.017530	
27399.785842,	117.014820	
27401.195840,	117.012230	
27402.605838,	117.009780	
27404.015840,	117.007060	
27405.425840,	117.004610	
27406.835833,	117.002280	
27408.245835,	116.999570	
27409.655833,	116.997110	
27411.065835,	116.994660	
27412.475838,	116.992200	
27413.885838,	116.989750	
27415.295840,	116.987160	
27416.705841,	116.984450	
27418.115834,	116.982250	
27419.525835,	116.979540	
27420.935832,	116.976830	
27422.345834,	116.974500	
27423.755835,	116.971920	
27425.165835,	116.969460	
27426.575834,	116.966880	
27427.985834,	116.964290	
27429.395836,	116.961840	
27430.805840,	116.959120	
27432.215838,	116.956670	
27433.625832,	116.954210	
27435.035840,	116.951370	
27436.445847,	116.949040	
27437.855836,	116.946590	
27439.265837,	116.944130	
27440.675836,	116.941420	
27442.085834,	116.938710	
27443.495834,	116.936640	
27444.905834,	116.933920	
27446.315835,	116.931340	
27447.725835,	116.928880	
27449.135835,	116.926300	
27450.545834,	116.923720	
27451.955839,	116.921130	
27453.365838,	116.918680	
27454.775838,	116.916090	
27456.185837,	116.913640	
27457.595836,	116.910920	
27459.005833,	116.908210	
27460.415835,	116.905880	
27461.825834,	116.903690	
27463.235834,	116.900710	
27464.645836,	116.898130	
27466.055836,	116.895800	
27467.465836,	116.892960	
27468.875837,	116.890500	
27470.285841,	116.887660	
27471.695842,	116.885460	
27473.105841,	116.882880	
27474.515838,	116.880300	
27475.925834,	116.877710	
27477.335837,	116.875260	
27478.745842,	116.872670	
27480.155835,	116.870220	
27481.565833,	116.867630	
27482.975832,	116.864790	
27484.385835,	116.862330	
27485.795841,	116.859750	
27487.205839,	116.857420	
27488.615839,	116.854710	
27490.025838,	116.852000	
27491.435839,	116.849670	
27492.845837,	116.847340	
27494.255854,	116.844370	
27495.665850,	116.841530	
27497.075867,	116.839330	
27498.485848,	116.836620	
27499.895854,	116.833900	
27501.305859,	116.831450	
27502.715840,	116.829120	
27504.125834,	116.826540	
27505.535838,	116.823820	
27506.945834,	116.820980	
27508.355845,	116.818790	
27509.765844,	116.816200	
27511.175843,	116.813490	
27512.585843,	116.810770	
27513.995844,	116.808580	
27515.405850,	116.805730	
27516.815846,	116.803020	
27518.225846,	116.800310	
27519.635846,	116.798110	
27521.045846,	116.795400	
27522.455845,	116.792940	
27523.865845,	116.790230	
27525.275845,	116.787380	
27526.685846,	116.784800	
27528.095853,	116.782470	
27529.505850,	116.779890	
27530.915853,	116.777180	
27532.325847,	116.774850	
27533.735850,	116.772010	
27535.145853,	116.769550	
27536.555845,	116.767100	
27537.965844,	116.764380	
27539.375844,	116.761410	
27540.785850,	116.759080	
27542.195845,	116.756500	
27543.605857,	116.753910	
27545.015846,	116.751330	
27546.425845,	116.748880	
27547.835850,	116.746030	
27549.245847,	116.743450	
27550.655855,	116.740730	
27552.065852,	116.738150	
27553.475841,	116.735440	
27554.885836,	116.733240	
27556.295841,	116.730400	
27557.705837,	116.728070	
27559.115835,	116.725230	
27560.525848,	116.722900	
27561.935845,	116.719670	
27563.345841,	116.717340	
27564.755842,	116.714760	
27566.165843,	116.712180	
27567.575843,	116.709590	
27568.985836,	116.707140	
27570.395848,	116.704290	
27571.805840,	116.701710	
27573.215841,	116.698740	
27574.625843,	116.696540	
27576.035845,	116.693830	
27577.445852,	116.691370	
27578.855857,	116.688400	
27580.265851,	116.685940	
27581.675848,	116.683230	
27583.085845,	116.680640	
27584.495847,	116.678190	
27585.905844,	116.675610	
27587.315846,	116.673020	
27588.725847,	116.669920	
27590.135851,	116.667590	
27591.545850,	116.664750	
27592.955850,	116.662290	
27594.365850,	116.659970	
27595.775854,	116.657000	
27597.185846,	116.654280	
27598.595844,	116.651700	
27600.005845,	116.648980	
27601.415845,	116.646400	
27602.825837,	116.643950	
27604.235837,	116.640970	
27605.645847,	116.638650	
27607.055845,	116.636060	
27608.465847,	116.633220	
27609.875843,	116.630510	
27611.285847,	116.627920	
27612.695850,	116.625340	
27614.105848,	116.622490	
27615.515839,	116.620300	
27616.925836,	116.617450	
27618.335837,	116.614740	
27619.745836,	116.612160	
27621.155838,	116.609310	
27622.565846,	116.606730	
27623.975847,	116.604140	
27625.385846,	116.601560	
27626.795846,	116.598720	
27628.205852,	116.596130	
27629.615850,	116.593550	
27631.025859,	116.590960	
27632.435846,	116.588380	
27633.845845,	116.585410	
27635.255846,	116.583210	
27636.665843,	116.580240	
27638.075846,	116.577390	
27639.485845,	116.574940	
27640.895845,	116.572100	
27642.305845,	116.569640	
27643.715845,	116.566930	
27645.125845,	116.564340	
27646.535845,	116.561500	
27647.945843,	116.558790	
27649.355850,	116.556200	
27650.765846,	116.553620	
27652.175847,	116.550900	
27653.585847,	116.548060	
27654.995844,	116.545480	
27656.405847,	116.542760	
27657.815845,	116.540180	
27659.225843,	116.537460	
27660.635845,	116.534490	
27662.045852,	116.531910	
27663.455847,	116.529320	
27664.865847,	116.527000	
27666.275856,	116.524030	
27667.685838,	116.521310	
27669.095838,	116.518730	
27670.505837,	116.516140	
27671.915836,	116.513560	
27673.325848,	116.510720	
27674.735846,	116.508000	
27676.145844,	116.505290	
27677.555848,	116.502830	
27678.965845,	116.499860	
27680.375847,	116.497280	
27681.785846,	116.494690	
27683.195836,	116.491720	
27684.605841,	116.489130	
27686.015853,	116.486420	
27687.425841,	116.483710	
27688.835840,	116.480990	
27690.245845,	116.478670	
27691.655844,	116.475440	
27693.065840,	116.473110	
27694.475840,	116.470140	
27695.885842,	116.467550	
27697.295840,	116.464970	
27698.705838,	116.462390	
27700.115845,	116.459280	
27701.525838,	116.456960	
27702.935838,	116.454240	
27704.345847,	116.451660	
27705.755837,	116.448690	
27707.165836,	116.445590	
27708.575837,	116.443390	
27709.985838,	116.440550	
27711.395848,	116.437570	
27712.805840,	116.435250	
27714.215837,	116.432280	
27715.625846,	116.429430	
27717.035837,	116.427110	
27718.445842,	116.424260	
27719.855843,	116.421680	
27721.265838,	116.418840	
27722.675834,	116.416120	
27724.085836,	116.413280	
27725.495837,	116.410700	
27726.905836,	116.407850	
27728.315839,	116.405010	
27729.725835,	116.402550	
27731.135838,	116.399970	
27732.545838,	116.397000	
27733.955837,	116.394280	
27735.365835,	116.391830	
27736.775846,	116.388860	
27738.185845,	116.386400	
27739.595864,	116.383690	
27741.005846,	116.380590	
27742.415848,	116.378000	
27743.825847,	116.375160	
27745.235847,	116.372450	
27746.645847,	116.369860	
27748.055845,	116.366890	
27749.465848,	116.364300	
27750.875847,	116.361460	
27752.285851,	116.358880	
27753.695845,	116.356290	
27755.105850,	116.353060	
27756.515844,	116.350610	
27757.925844,	116.347760	
27759.335848,	116.345050	
27760.745843,	116.342590	
27762.155846,	116.339620	
27763.565852,	116.336910	
27764.975844,	116.333940	
27766.385846,	116.331610	
27767.795845,	116.328640	
27769.205844,	116.325920	
27770.615849,	116.323210	
27772.025840,	116.320370	
27773.435839,	116.317780	
27774.845838,	116.314940	
27776.255842,	116.311970	
27777.665838,	116.309250	
27779.075834,	116.306670	
27780.485853,	116.304090	
27781.895852,	116.300860	
27783.305840,	116.298270	
27784.715839,	116.295560	
27786.125839,	116.292840	
27787.535837,	116.290000	
27788.945834,	116.287290	
27790.355834,	116.284700	
27791.765837,	116.281600	
27793.175836,	116.279020	
27794.585839,	116.275920	
27795.995834,	116.273590	
27797.405845,	116.270880	
27798.815842,	116.268030	
27800.225850,	116.265320	
27801.635845,	116.262220	
27803.045842,	116.259500	
27804.455843,	116.256920	
27805.865835,	116.254210	
27807.275838,	116.251360	
27808.685838,	116.248650	
27810.095843,	116.245550	
27811.505837,	116.242960	
27812.915844,	116.240120	
27814.325846,	116.237410	
27815.735842,	116.234690	
27817.145845,	116.232110	
27818.555844,	116.229140	
27819.965848,	116.226420	
27821.375845,	116.223580	
27822.785843,	116.220480	
27824.195845,	116.218020	
27825.605842,	116.214920	
27827.015846,	116.212470	
27828.425851,	116.209620	
27829.835847,	116.206780	
27831.245844,	116.203940	
27832.655846,	116.201350	
27834.065844,	116.198640	
27835.475847,	116.195670	
27836.885852,	116.192950	
27838.295845,	116.189980	
27839.705849,	116.187530	
27841.115858,	116.184680	
27842.525847,	116.181580	
27843.935936,	116.179000	
27845.345856,	116.175900	
27846.755843,	116.173440	
27848.165846,	116.170470	
27849.575852,	116.167630	
27850.985848,	116.164780	
27852.395850,	116.162070	
27853.805843,	116.159610	
27855.215842,	116.156640	
27856.625835,	116.153670	
27858.035837,	116.150960	
27859.445845,	116.147980	
27860.855846,	116.145530	
27862.265843,	116.142560	
27863.675841,	116.139580	
27865.085844,	116.136870	
27866.495847,	116.133900	
27867.905841,	116.131310	
27869.315836,	116.128470	
27870.725841,	116.125630	
27872.135835,	116.122660	
27873.545846,	116.120070	
27874.955844,	116.117100	
27876.365842,	116.114510	
27877.775837,	116.111410	
27879.185835,	116.108700	
27880.595840,	116.105730	
27882.005837,	116.103140	
27883.415835,	116.100170	
27884.825837,	116.097590	
27886.235836,	116.094610	
27887.645845,	116.091900	
27889.055847,	116.089060	
27890.465844,	116.086210	
27891.875844,	116.083110	
27893.285841,	116.080270	
27894.695845,	116.077690	
27896.105844,	116.074710	
27897.515843,	116.072000	
27898.925845,	116.069160	
27900.335844,	116.066440	
27901.745843,	116.063470	
27903.155840,	116.060630	
27904.565855,	116.057910	
27905.975851,	116.054940	
27907.385851,	116.052100	
27908.795847,	116.049390	
27910.205850,	116.046410	
27911.615843,	116.043700	
27913.025845,	116.040470	
27914.435850,	116.038010	
27915.845851,	116.035170	
27917.255848,	116.032330	
27918.665854,	116.029480	
27920.075856,	116.026510	
27921.485844,	116.023540	
27922.895847,	116.021090	
27924.305846,	116.017850	
27925.715848,	116.015140	
27927.125846,	116.012430	
27928.535846,	116.009580	
27929.945845,	116.006870	
27931.355851,	116.003900	
27932.765855,	116.000930	
27934.175849,	115.998340	
27935.585844,	115.995110	
27936.995847,	115.992530	
27938.405847,	115.989810	
27939.815848,	115.986580	
27941.225844,	115.984000	
27942.635845,	115.981030	
27944.045849,	115.978440	
27945.455846,	115.975210	
27946.865846,	115.972630	
27948.276255,	115.969400	
27949.685836,	115.966680	
27951.095841,	115.964100	
27952.505838,	115.961130	
27953.915842,	115.958020	
27955.325838,	115.955310	
27956.735836,	115.952470	
27958.145834,	115.949240	
27959.555841,	115.946650	
27960.965838,	115.943810	
27962.375841,	115.940840	
27963.785837,	115.938250	
27965.195835,	115.935020	
27966.605839,	115.932180	
27968.015855,	115.929470	
27969.425837,	115.926490	
27970.835840,	115.923780	
27972.245838,	115.920680	
27973.655836,	115.917840	
27975.065842,	115.915120	
27976.475837,	115.911890	
27977.885833,	115.909180	
27979.295834,	115.906330	
27980.705833,	115.903490	
27982.115839,	115.900780	
27983.525846,	115.897810	
27984.935849,	115.894960	
27986.345845,	115.891990	
27987.755844,	115.889150	
27989.165846,	115.886300	
27990.575844,	115.883330	
27991.985837,	115.880490	
27993.395847,	115.877130	
27994.805866,	115.874670	
27996.215848,	115.871830	
27997.625843,	115.868860	
27999.035843,	115.865890	
28000.445858,	115.862790	
28001.855847,	115.860070	
28003.265856,	115.857100	
28004.675847,	115.854520	
28006.085845,	115.851280	
28007.495845,	115.848440	
28008.905844,	115.845600	
28010.315846,	115.842760	
28011.725846,	115.839650	
28013.135844,	115.836810	
28014.545848,	115.834100	
28015.955848,	115.831130	
28017.365844,	115.828150	
28018.775849,	115.825440	
28020.185856,	115.822470	
28021.595854,	115.819630	
28023.005845,	115.816650	
28024.415853,	115.813680	
28025.825845,	115.810710	
28027.235852,	115.808120	
28028.645837,	115.804890	
28030.055836,	115.802050	
28031.465847,	115.799210	
28032.875840,	115.796110	
28034.285845,	115.793130	
28035.695844,	115.790420	
28037.105844,	115.787320	
28038.515845,	115.784610	
28039.925846,	115.781760	
28041.335846,	115.778790	
28042.745844,	115.775950	
28044.155844,	115.772850	
28045.565846,	115.769870	
28046.975844,	115.767160	
28048.385848,	115.764190	
28049.795845,	115.761220	
28051.205853,	115.758240	
28052.615846,	115.755270	
28054.025853,	115.752560	
28055.435847,	115.749710	
28056.845846,	115.746610	
28058.255854,	115.743900	
28059.665846,	115.740930	
28061.075866,	115.737570	
28062.485848,	115.734980	
28063.895848,	115.732140	
28065.305847,	115.729170	
28066.715845,	115.726070	
28068.125846,	115.723220	
28069.535845,	115.720250	
28070.945844,	115.717150	
28072.355892,	115.714310	
28073.765853,	115.711340	
28075.175845,	115.708620	
28076.585852,	115.705520	
28077.995836,	115.702680	
28079.405840,	115.699960	
28080.815877,	115.696470	
28082.225852,	115.693890	
28083.635848,	115.690790	
28085.045859,	115.687950	
28086.455945,	115.684970	
28087.865847,	115.682000	
28089.275851,	115.679030	
28090.685846,	115.675930	
28092.095853,	115.673210	
28093.505850,	115.670370	
28094.915857,	115.667400	
28096.325851,	115.664560	
28097.735846,	115.661200	
28099.145844,	115.658610	
28100.555846,	115.655380	
28101.965848,	115.652540	
28103.375838,	115.649570	
28104.785840,	115.646720	
28106.195843,	115.643750	
28107.605854,	115.640910	
28109.015845,	115.637810	
28110.425845,	115.634830	
28111.835848,	115.632120	
28113.245858,	115.628760	
28114.655846,	115.626180	
28116.065850,	115.623080	
28117.475845,	115.620360	
28118.885847,	115.617000	
28120.295853,	115.614160	
28121.705849,	115.611320	
28123.115842,	115.608210	
28124.525853,	115.605110	
28125.935853,	115.602140	
28127.345848,	115.599560	
28128.755846,	115.596330	
28130.165851,	115.593480	
28131.575850,	115.590380	
28132.985846,	115.587410	
28134.395849,	115.584440	
28135.805845,	115.581470	
28137.215845,	115.578490	
28138.625846,	115.575390	
28140.035851,	115.572810	
28141.445845,	115.569710	
28142.855839,	115.566730	
28144.265844,	115.563760	
28145.675836,	115.561050	
28147.085840,	115.557690	
28148.495843,	115.554720	
28149.905846,	115.551870	
28151.315846,	115.549030	
28152.725838,	115.545930	
28154.135838,	115.542960	
28155.545839,	115.539980	
28156.955838,	115.537140	
28158.365845,	115.533910	
28159.775848,	115.531200	
28161.185846,	115.528220	
28162.595847,	115.525250	
28164.005846,	115.522150	
28165.415845,	115.519180	
28166.825845,	115.516340	
28168.235844,	115.513110	
28169.645845,	115.510130	
28171.055846,	115.507290	
28172.465841,	115.504580	
28173.875839,	115.501350	
28175.285840,	115.498370	
28176.695842,	115.495400	
28178.105843,	115.492560	
28179.515841,	115.489460	
28180.925837,	115.486490	
28182.335840,	115.483510	
28183.745851,	115.480540	
28185.155846,	115.477700	
28186.565853,	115.474600	
28187.975851,	115.471620	
28189.385849,	115.469040	
28190.795848,	115.465940	
28192.205853,	115.462580	
28193.615847,	115.459740	
28195.025856,	115.456760	
28196.435848,	115.453660	
28197.845845,	115.450820	
28199.255849,	115.447590	
28200.665846,	115.444750	
28202.075847,	115.442030	
28203.485849,	115.438670	
28204.895855,	115.435830	
28206.305849,	115.432860	
28207.715936,	115.429890	
28209.125843,	115.427040	
28210.535849,	115.423810	
28211.945850,	115.420970	
28213.355843,	115.417740	
28214.765845,	115.414900	
28216.175851,	115.412180	
28217.585846,	115.409210	
28218.995847,	115.405590	
28220.405844,	115.403140	
28221.815845,	115.400030	
28223.225851,	115.397190	
28224.635842,	115.393960	
28226.045839,	115.391120	
28227.455840,	115.388150	
28228.865845,	115.384920	
28230.275837,	115.382070	
28231.685844,	115.378970	
28233.095836,	115.376390	
28234.505835,	115.373410	
28235.915837,	115.370310	
28237.325846,	115.366820	
28238.735836,	115.364240	
28240.145846,	115.361270	
28241.555843,	115.358420	
28242.965844,	115.355190	
28244.375840,	115.352220	
28245.785845,	115.349120	
28247.195840,	115.346020	
28248.605850,	115.342920	
28250.015851,	115.340070	
28251.425850,	115.336840	
28252.835850,	115.334130	
28254.245844,	115.331290	
28255.655850,	115.328180	
28257.065839,	115.324950	
28258.475839,	115.322110	
28259.885843,	115.319140	
28261.295843,	115.316170	
28262.705843,	115.313320	
28264.115842,	115.310220	
28265.525846,	115.307380	
28266.935858,	115.304280	
28268.345848,	115.301180	
28269.755844,	115.298080	
28271.165848,	115.294970	
28272.575839,	115.292260	
28273.985836,	115.289290	
28275.395839,	115.285930	
28276.805836,	115.283090	
28278.215836,	115.280760	
28279.625834,	115.277140	
28281.035835,	115.274430	
28282.445843,	115.271330	
28283.855845,	115.268350	
28285.265846,	115.265250	
28286.675835,	115.262280	
28288.085868,	115.258920	
28289.495845,	115.256210	
28290.905839,	115.253360	
28292.315934,	115.250390	
28293.725852,	115.247420	
28295.135844,	115.244320	
28296.545849,	115.241220	
28297.955845,	115.238500	
28299.365848,	115.235270	
28300.775850,	115.232300	
28302.185848,	115.229330	
28303.595850,	115.226230	
28305.005844,	115.223380	
28306.415849,	115.220670	
28307.825844,	115.217570	
28309.235845,	115.214600	
28310.645844,	115.211620	
28312.055851,	115.208650	
28313.465840,	115.205030	
28314.875838,	115.202710	
28316.285844,	115.199610	
28317.695838,	115.196760	
28319.105836,	115.193400	
28320.515839,	115.190430	
28321.925837,	115.187460	
28323.335839,	115.184870	
28324.745836,	115.181640	
28326.155834,	115.178800	
28327.565838,	115.175440	
28328.975924,	115.172860	
28330.385835,	115.169880	
28331.795845,	115.166400	
28333.205839,	115.163680	
28334.615838,	115.161100	
28336.025837,	115.157740	
28337.435838,	115.154900	
28338.845835,	115.151660	
28340.255836,	115.148430	
28341.665836,	115.145720	
28343.075841,	115.142880	
28344.485845,	115.140030	
28345.895845,	115.136930	
28347.305849,	115.133700	
28348.715845,	115.130730	
28350.125845,	115.127890	
28351.535852,	115.124790	
28352.945840,	115.121940	
28354.355846,	115.118970	
28355.765835,	115.116000	
28357.175836,	115.112770	
28358.585840,	115.109930	
28359.995837,	115.107340	
28361.405845,	115.103850	
